Frecuencia (Hz),PSD
634.999990,1.032300241031595
634.999990,1.009399188621485
634.999990,1.029845244392898
634.999990,1.018356693614145
634.999990,1.000512391723354
634.999990,0.993661224488922
634.999990,1.003147615442164
634.999990,0.985233929580058
634.999990,0.991109276387733
634.999990,0.990734159609350
634.999990,0.994651883898321
634.999990,1.011511130671314
634.999990,0.995562715973718
634.999990,1.016261239624516
634.999990,1.022850919230725
634.999990,1.015377987378195
634.999990,1.003484401616180
634.999990,1.013188520034339
634.999990,1.008870823466282
634.999990,1.013149258965953
634.999990,0.997865362504720
634.999990,1.003304601166080
634.999990,1.012616817605859
634.999990,0.993451614746491
634.999990,1.025427341105665
634.999990,1.014866597498149
634.999991,1.016196448183132
634.999991,1.020899693966841
634.999991,1.007731113650622
634.999991,1.018021637586403
634.999991,1.033068840746516
634.999991,1.013494088319806
634.999991,0.985733062585470
634.999991,1.009974686811885
634.999991,1.019471303181567
634.999991,1.018612541572353
634.999991,1.009020495030768
634.999991,0.994171501169343
634.999991,0.990037050894239
634.999991,1.000132848584706
634.999991,1.001368360223297
634.999991,0.999472974996025
634.999991,1.028085332740226
634.999991,1.005424648461777
634.999991,1.011565535009455
634.999991,1.021505995093973
634.999991,1.024924379325054
634.999991,1.002609666391997
634.999991,1.018407004863584
634.999991,1.026845630705155
634.999991,1.027111839722701
634.999991,1.016144431737057
634.999991,1.024728553683947
634.999991,1.008097130793621
634.999991,0.994454239654365
634.999991,1.005580125194493
634.999991,1.029831795446779
634.999991,1.020749145182424
634.999991,0.998875740541802
634.999991,1.020287640787372
634.999991,1.033186882062150
634.999991,1.014556241679911
634.999991,0.995554514391796
634.999991,1.009026257604930
634.999991,0.993593677049237
634.999991,1.013600606300883
634.999991,1.015155817939723
634.999991,1.011946347656201
634.999991,1.022390908003188
634.999991,1.022368445599593
634.999991,1.033518141765044
634.999991,1.036326432758389
634.999991,1.027537111768755
634.999991,1.037661077390517
634.999991,1.024777933503633
634.999991,1.032357871868179
634.999991,1.028115020529298
634.999992,1.049445716466084
634.999992,1.019397918260485
634.999992,1.022680176513340
634.999992,1.011471411669319
634.999992,1.013838575810849
634.999992,0.993710575323746
634.999992,0.988273454605044
634.999992,1.024401691550153
634.999992,1.052786420873192
634.999992,1.009191071802312
634.999992,1.023752760744913
634.999992,1.015104239260770
634.999992,0.992353841937633
634.999992,0.994450588982327
634.999992,1.001773365401673
634.999992,1.012968784163643
634.999992,1.007874236588023
634.999992,1.000467187605610
634.999992,1.005133545821769
634.999992,0.999837767532884
634.999992,1.011168092784184
634.999992,1.032696034174959
634.999992,1.031572341432960
634.999992,1.025315920262754
634.999992,1.012521212421071
634.999992,1.011546017733245
634.999992,1.022791180491189
634.999992,1.016564427679026
634.999992,1.006925428598034
634.999992,1.007221961746109
634.999992,1.030549980810559
634.999992,1.030344017120533
634.999992,0.996474771650588
634.999992,1.003058196143417
634.999992,1.011944812187901
634.999992,1.010634308844159
634.999992,1.006356959544724
634.999992,1.020169463023294
634.999992,1.015535902118899
634.999992,0.997869836178619
634.999992,1.033828990592501
634.999992,1.012379493659771
634.999992,1.008800545214657
634.999992,1.007251327661807
634.999992,1.001523623090096
634.999992,1.010963758165576
634.999992,1.026313391526407
634.999992,1.010724573470179
634.999992,0.993174615402189
634.999992,1.024573032751129
634.999992,1.021023306990090
634.999992,1.012626513397989
634.999993,0.999535693494948
634.999993,0.997094378499442
634.999993,1.016470635507296
634.999993,1.017349844393856
634.999993,1.021077632742549
634.999993,1.019846053556031
634.999993,1.006846001018720
634.999993,1.010368556184505
634.999993,1.013983832090164
634.999993,1.008054471812838
634.999993,1.015513669973437
634.999993,1.016515605411120
634.999993,1.024229207046793
634.999993,1.025241067541448
634.999993,1.042317717148111
634.999993,1.047781327742092
634.999993,1.040166067381204
634.999993,1.059773094410954
634.999993,1.059192114455934
634.999993,1.026912670815434
634.999993,1.008556640115846
634.999993,1.012011354620423
634.999993,0.999732934716464
634.999993,1.016824996609732
634.999993,1.027896076241295
634.999993,1.015997590787591
634.999993,1.019746207986427
634.999993,1.000186900806714
634.999993,1.021125294610003
634.999993,1.030088276460867
634.999993,1.019948198949146
634.999993,1.000360345969989
634.999993,0.982335608746264
634.999993,0.994242511361639
634.999993,0.999936637031872
634.999993,1.007965540945170
634.999993,0.999361410877640
634.999993,0.991857584782037
634.999993,0.983942949872687
634.999993,1.027666030012642
634.999993,1.025495354367832
634.999993,1.014516649076671
634.999993,1.013462615255733
634.999993,1.017068359144430
634.999993,1.011109889718679
634.999993,1.005271754286422
634.999993,1.007656022779021
634.999993,0.997559301938909
634.999993,0.998951756477261
