timestamp_ms,mac_address,fetch_duration_ms,zmq_send_duration_ms,c_engine_response_ms,upload_duration_ms,pxx_len,pxx_type,server_pkg_bytes,server_pkg_Kb,server_pkg_KB,server_pkg_Mb,server_pkg_MB,outgoing_pkg_bytes,outgoing_pkg_Kb,outgoing_pkg_KB,outgoing_pkg_Mb,outgoing_pkg_MB,cfg_center_freq_hz,cfg_rbw_hz,cfg_overlap,cfg_window,cfg_sample_rate_hz,cfg_span,cfg_lna_gain,cfg_vga_gain,cfg_antenna_amp,cfg_port,sent_start_freq_hz,sent_end_freq_hz,sent_center_freq_hz,sent_timestamp
1765468279031,,0.0,0.11,2100.52,0.0,2048,list,184,1.472,0.1797,0.001472,0.000175,40141,321.128,39.2002,0.321128,0.038281,98000000,10000,0.5,1,20000000.0,20000000,0,0,0,,88000000,107990234.375,97995117.1875,2025-12-11T15:51:19.029
