Freq_Hz,Amplitude_dB
8.800000000000000000e+07,-9.172211914000016009e+01
8.802000000000000000e+07,-9.378390656000009074e+01
8.804000000000000000e+07,-9.168503113000022609e+01
8.806000000000000000e+07,-9.534546355999995626e+01
8.808000000000000000e+07,-9.405656586000000630e+01
8.810000000000000000e+07,-9.755438842999988935e+01
8.812000000000000000e+07,-9.410260314999990783e+01
8.814000000000000000e+07,-8.776799774000011212e+01
8.816000000000000000e+07,-9.412503204000009305e+01
8.818000000000000000e+07,-9.280906218999994906e+01
8.820000000000000000e+07,-9.098568115000007595e+01
8.822000000000000000e+07,-9.393827209000001233e+01
8.824000000000000000e+07,-9.485084686000000431e+01
8.826000000000000000e+07,-9.541574249000021268e+01
8.828000000000000000e+07,-9.191135405999997943e+01
8.830000000000000000e+07,-9.496319884999988403e+01
8.832000000000000000e+07,-9.550428466999989041e+01
8.834000000000000000e+07,-9.196630249000007495e+01
8.836000000000000000e+07,-9.551192931999990776e+01
8.838000000000000000e+07,-9.591786040999983243e+01
8.840000000000000000e+07,-8.805045624000007365e+01
8.842000000000000000e+07,-8.862917174999995495e+01
8.844000000000000000e+07,-9.267453156000009074e+01
8.846000000000000000e+07,-9.336786346000006631e+01
8.848000000000000000e+07,-9.302160338999985356e+01
8.850000000000000000e+07,-9.691126403999992078e+01
8.852000000000000000e+07,-9.635247954999982767e+01
8.854000000000000000e+07,-9.727599791999999468e+01
8.856000000000000000e+07,-9.499262543000003234e+01
8.858000000000000000e+07,-9.565408325000011303e+01
8.860000000000000000e+07,-9.816415405000024919e+01
8.862000000000000000e+07,-9.971641693000003670e+01
8.864000000000000000e+07,-9.806447905999995385e+01
8.866000000000000000e+07,-9.764833679000001609e+01
8.868000000000000000e+07,-9.799091339000004552e+01
8.870000000000000000e+07,-9.401789246000024036e+01
8.872000000000000000e+07,-9.524474487000023259e+01
8.874000000000000000e+07,-9.666799621999980729e+01
8.876000000000000000e+07,-9.634093475000007345e+01
8.878000000000000000e+07,-9.557538147000009587e+01
8.880000000000000000e+07,-9.374393768000000193e+01
8.882000000000000000e+07,-9.576963348000012388e+01
8.884000000000000000e+07,-9.584055176000019571e+01
8.886000000000000000e+07,-8.625029144000006909e+01
8.888000000000000000e+07,-8.853880920000004551e+01
8.890000000000000000e+07,-9.156992340000013542e+01
8.892000000000000000e+07,-9.200215454000016280e+01
8.894000000000000000e+07,-9.353080444000001137e+01
8.896000000000000000e+07,-9.656172485000010397e+01
8.898000000000000000e+07,-9.412188567999993438e+01
8.900000000000000000e+07,-9.394802551000002211e+01
8.902000000000000000e+07,-9.533403168000020855e+01
8.904000000000000000e+07,-9.314031676999989884e+01
8.906000000000000000e+07,-9.624054259999989824e+01
8.908000000000000000e+07,-9.248427124000025401e+01
8.910000000000000000e+07,-9.879311828999996692e+01
8.912000000000000000e+07,-9.668233489999998653e+01
8.914000000000000000e+07,-9.418432769999998300e+01
8.916000000000000000e+07,-9.699446564000012927e+01
8.918000000000000000e+07,-9.530662536999990664e+01
8.920000000000000000e+07,-8.898123474000016131e+01
8.922000000000000000e+07,-9.426085510000002898e+01
8.924000000000000000e+07,-9.331253509999991991e+01
8.926000000000000000e+07,-9.289235992000001829e+01
8.928000000000000000e+07,-9.445671996999973885e+01
8.930000000000000000e+07,-9.099418488000003435e+01
8.932000000000000000e+07,-9.700449676999980397e+01
8.934000000000000000e+07,-9.414459533999985297e+01
8.936000000000000000e+07,-9.507752228000009609e+01
8.938000000000000000e+07,-9.565316619999990166e+01
8.940000000000000000e+07,-9.445065918000000238e+01
8.942000000000000000e+07,-9.474140015000010351e+01
8.944000000000000000e+07,-9.704969481999984282e+01
8.946000000000000000e+07,-9.714537964000008685e+01
8.948000000000000000e+07,-9.227944793999996875e+01
8.950000000000000000e+07,-9.088841095000015002e+01
8.952000000000000000e+07,-9.362003020999992486e+01
8.954000000000000000e+07,-9.400119475999981944e+01
8.956000000000000000e+07,-9.499709015000006218e+01
8.958000000000000000e+07,-9.488927307000007261e+01
8.960000000000000000e+07,-9.254677124000025401e+01
8.962000000000000000e+07,-9.076332244999986187e+01
8.964000000000000000e+07,-9.134549408000015092e+01
8.966000000000000000e+07,-8.424122466999985193e+01
8.968000000000000000e+07,-7.679311371000015640e+01
8.970000000000000000e+07,-8.036216278000011926e+01
8.972000000000000000e+07,-8.221872253000016428e+01
8.974000000000000000e+07,-8.901827698000006706e+01
