Frequency (Hz),PSD (dBm)
-10000000.0,-65.856170058813
-9980000.0,-65.89524049822589
-9960000.0,-65.91358034088985
-9940000.0,-65.91347799403482
-9920000.0,-65.90045911574305
-9900000.0,-65.87939269850783
-9880000.0,-65.83106355573166
-9860000.0,-65.86072539818042
-9840000.0,-65.89062318583146
-9820000.0,-65.8768069965219
-9800000.0,-65.85781902949093
-9780000.0,-65.86216038154505
-9760000.0,-65.86255604731451
-9740000.0,-65.82948979391361
-9720000.0,-65.8292576914564
-9700000.0,-65.86246710601256
-9680000.0,-65.85030040727358
-9660000.0,-65.85575768691055
-9640000.0,-65.86708539261684
-9620000.0,-65.86275845454426
-9600000.0,-65.86056402421433
-9580000.0,-65.89964695505033
-9560000.0,-65.89989536147837
-9540000.0,-65.89569318173014
-9520000.0,-65.8621875213257
-9500000.0,-65.8211145465489
-9480000.0,-65.87326642464936
-9460000.0,-65.87264150581169
-9440000.0,-65.90092265598207
-9420000.0,-65.92389448175058
-9400000.0,-65.89947621061992
-9380000.0,-65.89368207028977
-9360000.0,-65.89602003164087
-9340000.0,-65.87432265433912
-9320000.0,-65.88279868553266
-9300000.0,-65.87288461761167
-9280000.0,-65.86272431960771
-9260000.0,-65.88446544155393
-9240000.0,-65.89574811955039
-9220000.0,-65.8685975239627
-9200000.0,-65.85309260928481
-9180000.0,-65.85305780385796
-9160000.0,-65.84815336645345
-9140000.0,-65.84955187262335
-9120000.0,-65.88728000637816
-9100000.0,-65.89477152948275
-9080000.0,-65.91729261308028
-9060000.0,-65.9032528499415
-9040000.0,-65.91945595672829
-9020000.0,-65.90145327467003
-9000000.0,-65.9023154006939
-8980000.0,-65.87595018892289
-8960000.0,-65.8760504642275
-8940000.0,-65.87433901228492
-8920000.0,-65.87683920391699
-8900000.0,-65.85805537815878
-8880000.0,-65.86579629030606
-8860000.0,-65.84902338659049
-8840000.0,-65.8522585267602
-8820000.0,-65.84958502871488
-8800000.0,-65.85771553901992
-8780000.0,-65.88069176528593
-8760000.0,-65.8596929501211
-8740000.0,-65.87007486667137
-8720000.0,-65.84734684289917
-8700000.0,-65.84496982048778
-8680000.0,-65.85694894132658
-8660000.0,-65.8454291909789
-8640000.0,-65.81608069613354
-8620000.0,-65.83793285475221
-8600000.0,-65.88157608887498
-8580000.0,-65.88191763708511
-8560000.0,-65.87625548264467
-8540000.0,-65.85435547627876
