Frequency (Hz),PSD (dBm)
-10000000.0,-65.86798857702684
-9980000.0,-65.91368561948917
-9960000.0,-65.86550352376713
-9940000.0,-65.80875658714847
-9920000.0,-65.80832616385374
-9900000.0,-65.82545868227322
-9880000.0,-65.83422372342896
-9860000.0,-65.83711961269196
-9840000.0,-65.84988175119675
-9820000.0,-65.84222470460602
-9800000.0,-65.8381368915723
-9780000.0,-65.83086863466869
-9760000.0,-65.8414549473211
-9740000.0,-65.88873231958534
-9720000.0,-65.84791267957898
-9700000.0,-65.86444115222015
-9680000.0,-65.89625583752354
-9660000.0,-65.8684446583549
-9640000.0,-65.83259304796383
-9620000.0,-65.84076153769358
-9600000.0,-65.84705490031251
-9580000.0,-65.87552814294266
-9560000.0,-65.85657481955117
-9540000.0,-65.82107330667282
-9520000.0,-65.85305880212852
-9500000.0,-65.87240805390695
-9480000.0,-65.83267828868932
-9460000.0,-65.86135218936874
-9440000.0,-65.8821087004802
-9420000.0,-65.87491269510156
-9400000.0,-65.84253587695716
-9380000.0,-65.87137768637292
-9360000.0,-65.89404794956847
-9340000.0,-65.85602503310069
-9320000.0,-65.86043968569241
-9300000.0,-65.85177794905013
-9280000.0,-65.85869008583668
-9260000.0,-65.85506101285874
-9240000.0,-65.80740072510044
-9220000.0,-65.79934863830397
-9200000.0,-65.85494236672311
-9180000.0,-65.86490389060532
-9160000.0,-65.85473662068051
-9140000.0,-65.86975151040389
-9120000.0,-65.86622223904953
-9100000.0,-65.86193814489054
-9080000.0,-65.90237741072342
-9060000.0,-65.86845624322608
-9040000.0,-65.84179813480519
-9020000.0,-65.83110121506684
-9000000.0,-65.84129844436558
-8980000.0,-65.84215452476941
-8960000.0,-65.82540430536353
-8940000.0,-65.83863358381863
-8920000.0,-65.87424330874006
-8900000.0,-65.88593543483667
-8880000.0,-65.90382641953322
-8860000.0,-65.86081358572655
-8840000.0,-65.84262124497685
-8820000.0,-65.83783929281779
-8800000.0,-65.8217708658489
-8780000.0,-65.82343708739319
-8760000.0,-65.83134425536377
-8740000.0,-65.83674006765864
-8720000.0,-65.8313825769422
-8700000.0,-65.84526646284604
-8680000.0,-65.8562068233715
-8660000.0,-65.83366737823435
-8640000.0,-65.81677578284058
-8620000.0,-65.80286905976119
-8600000.0,-65.8317134395073
-8580000.0,-65.88158517081749
-8560000.0,-65.8361511606307
-8540000.0,-65.79806921292852
-8520000.0,-65.8064006260919
-8500000.0,-65.82156634307526
-8480000.0,-65.83399939706096
-8460000.0,-65.8431226587455
-8440000.0,-65.82473823163585
-8420000.0,-65.84952444502788
-8400000.0,-65.86214230370103
-8380000.0,-65.83418135863427
-8360000.0,-65.81930740347958
-8340000.0,-65.79844111993867
-8320000.0,-65.80337937292076
-8300000.0,-65.80638757081557
-8280000.0,-65.81560639066126
-8260000.0,-65.88549408700052
-8240000.0,-65.85244840811683
-8220000.0,-65.80329866833546
-8200000.0,-65.81361468476345
-8180000.0,-65.83735349965109
-8160000.0,-65.8845427131965
-8140000.0,-65.8972378162584
-8120000.0,-65.86595573725127
-8100000.0,-65.83837320886225
-8080000.0,-65.85448256419464
-8060000.0,-65.86097348257566
-8040000.0,-65.85304701514559
-8020000.0,-65.87039930068771
-8000000.0,-65.82825079585446
-7980000.0,-65.82399035587576
-7960000.0,-65.86930166966543
-7940000.0,-65.88410295242772
-7920000.0,-65.85587482913584
-7900000.0,-65.87842115354655
-7880000.0,-65.88514857875487
-7860000.0,-65.87006005728084
-7840000.0,-65.85955083858573
-7820000.0,-65.8246460314252
-7800000.0,-65.88567029274398
-7780000.0,-65.92321067048599
-7760000.0,-65.90160280497835
-7740000.0,-65.87140549170496
-7720000.0,-65.85466418544547
-7700000.0,-65.8738370881752
-7680000.0,-65.88497194325365
-7660000.0,-65.84323894566553
-7640000.0,-65.85113681433867
-7620000.0,-65.86805467967282
-7600000.0,-65.8077190531998
-7580000.0,-65.84057412835074
-7560000.0,-65.85901442863978
-7540000.0,-65.84379530126063
-7520000.0,-65.84610723997426
-7500000.0,-65.81594663430201
-7480000.0,-65.84166402944147
-7460000.0,-65.8825320109296
-7440000.0,-65.8567432934585
-7420000.0,-65.828860475304
-7400000.0,-65.8463332247498
-7380000.0,-65.83961976754671
-7360000.0,-65.8140644896128
-7340000.0,-65.85420920664247
-7320000.0,-65.86952115462626
-7300000.0,-65.85038553296667
-7280000.0,-65.8509679773453
-7260000.0,-65.85483604300745
-7240000.0,-65.89278656639904
-7220000.0,-65.91152473516091
-7200000.0,-65.90849103856024
-7180000.0,-65.87254758908423
-7160000.0,-65.88615140852121
-7140000.0,-65.87759690736304
-7120000.0,-65.85149860886128
-7100000.0,-65.88730636923552
-7080000.0,-65.90147519187991
-7060000.0,-65.87970268191137
-7040000.0,-65.9198725420974
-7020000.0,-65.88890288371887
-7000000.0,-65.87017112832741
-6980000.0,-65.89254553902518
-6960000.0,-65.8661588353655
-6940000.0,-65.88127272162114
-6920000.0,-65.89070508530823
-6900000.0,-65.88227022025737
-6880000.0,-65.89468360095688
-6860000.0,-65.88730960365746
-6840000.0,-65.87167751881378
-6820000.0,-65.87338013263638
-6800000.0,-65.8690904931852
-6780000.0,-65.8627062863859
-6760000.0,-65.8603201864649
-6740000.0,-65.86660230833657
-6720000.0,-65.89185615439179
-6700000.0,-65.88410977287295
-6680000.0,-65.86601684926502
-6660000.0,-65.84406139304754
-6640000.0,-65.85908203862603
-6620000.0,-65.88887914840475
-6600000.0,-65.87784262201913
-6580000.0,-65.87453882166031
-6560000.0,-65.87287225399491
-6540000.0,-65.89176512739014
-6520000.0,-65.87091136088777
-6500000.0,-65.87423134698707
-6480000.0,-65.86778820636522
-6460000.0,-65.88587537312848
-6440000.0,-65.86741230435912
-6420000.0,-65.87399011625963
-6400000.0,-65.87462294005952
-6380000.0,-65.86500654663453
-6360000.0,-65.85488004064372
-6340000.0,-65.86804132735682
-6320000.0,-65.86605494699867
-6300000.0,-65.85520956808692
-6280000.0,-65.84934533435334
-6260000.0,-65.85352937644551
-6240000.0,-65.84785024509593
-6220000.0,-65.8882726770032
-6200000.0,-65.87359045036338
-6180000.0,-65.83299785810566
-6160000.0,-65.82230156130781
-6140000.0,-65.8412222019028
-6120000.0,-65.83784777847478
-6100000.0,-65.8266860913927
-6080000.0,-65.85301599306061
-6060000.0,-65.87615443802332
-6040000.0,-65.8971837770565
-6020000.0,-65.84980422885243
-6000000.0,-65.74182244246093
-5980000.0,-65.81491269240587
-5960000.0,-65.83948369296945
-5940000.0,-65.85590270766393
-5920000.0,-65.92135959600311
-5900000.0,-65.89572084867562
-5880000.0,-65.88392227828678
-5860000.0,-65.89199345993573
-5840000.0,-65.88657640177625
-5820000.0,-65.88754759962197
-5800000.0,-65.86910686972021
-5780000.0,-65.89012122858
-5760000.0,-65.89491918306123
-5740000.0,-65.9050321401622
-5720000.0,-65.88996650339047
-5700000.0,-65.86363314038694
-5680000.0,-65.91388054569745
-5660000.0,-65.89220563170004
-5640000.0,-65.90812867184597
-5620000.0,-65.93900604067196
-5600000.0,-65.89548177855785
-5580000.0,-65.86219672292435
-5560000.0,-65.8903489437681
-5540000.0,-65.91501615071647
-5520000.0,-65.90356612203084
-5500000.0,-65.8678143455796
-5480000.0,-65.86667193923901
-5460000.0,-65.87724716637389
-5440000.0,-65.89337720360005
-5420000.0,-65.89255176547267
-5400000.0,-65.8791731626387
-5380000.0,-65.9128455667541
-5360000.0,-65.92119492137782
-5340000.0,-65.89724040945038
-5320000.0,-65.8688521053065
-5300000.0,-65.89721461591378
-5280000.0,-65.89660658596074
-5260000.0,-65.91734664696206
-5240000.0,-65.91559721299119
-5220000.0,-65.87096469909767
-5200000.0,-65.89903498298413
-5180000.0,-65.90318733932418
-5160000.0,-65.89503384321004
-5140000.0,-65.90005728300918
-5120000.0,-65.92662986982135
-5100000.0,-65.90679636226537
-5080000.0,-65.92779656757556
-5060000.0,-65.93178735841404
-5040000.0,-65.90196269378421
-5020000.0,-65.91732165369449
-5000000.0,-65.89130299559616
-4980000.0,-65.88715452183472
-4960000.0,-65.9029778809206
-4940000.0,-65.9224113984803
-4920000.0,-65.93247993433023
-4900000.0,-65.91467054364644
-4880000.0,-65.91557001234614
-4860000.0,-65.91481903589468
-4840000.0,-65.91134018244307
-4820000.0,-65.9214236498019
-4800000.0,-65.94111966476243
-4780000.0,-65.92035703723997
-4760000.0,-65.90355952218047
-4740000.0,-65.8996672813266
-4720000.0,-65.91849074620336
-4700000.0,-65.88446867035881
-4680000.0,-65.89485988783001
-4660000.0,-65.90409086049264
-4640000.0,-65.92829931121017
-4620000.0,-65.90698248710314
-4600000.0,-65.94826752936902
-4580000.0,-65.96160213129993
-4560000.0,-65.97107444158944
-4540000.0,-65.96644759916562
-4520000.0,-65.93388696293991
-4500000.0,-65.94321682128076
-4480000.0,-65.9271528658544
-4460000.0,-65.92500672534977
-4440000.0,-65.9275196583914
-4420000.0,-65.96650131712936
-4400000.0,-65.95313758789194
-4380000.0,-65.94240902972663
-4360000.0,-65.9731650730797
-4340000.0,-65.97009804238753
-4320000.0,-65.93213238770846
-4300000.0,-65.95312516257634
-4280000.0,-65.96821148146978
-4260000.0,-65.97196263716997
-4240000.0,-65.95101429104119
-4220000.0,-65.95684748684445
-4200000.0,-65.96219290485054
-4180000.0,-65.95469095530736
-4160000.0,-65.940915920513
-4140000.0,-65.9636354044626
-4120000.0,-65.91440169488797
-4100000.0,-65.9201147693622
-4080000.0,-65.93575162702314
-4060000.0,-65.93931408226959
-4040000.0,-65.93165417913491
-4020000.0,-65.8970014521151
-4000000.0,-65.90108883278134
-3980000.0,-65.90357538426906
-3960000.0,-65.93063420850983
-3940000.0,-65.9425830001879
-3920000.0,-65.9360971399894
-3900000.0,-65.91379493328704
-3880000.0,-65.95076338826449
-3860000.0,-65.94487141456811
-3840000.0,-65.93204901299563
-3820000.0,-65.91101929520133
-3800000.0,-65.94140496319281
-3780000.0,-65.950114524103
-3760000.0,-65.93750541688175
-3740000.0,-65.92433538888979
-3720000.0,-65.91710529880791
-3700000.0,-65.90350809091674
-3680000.0,-65.92788603090992
-3660000.0,-65.91353651747832
-3640000.0,-65.92470760181844
-3620000.0,-65.9547984621357
-3600000.0,-65.96602555817937
-3580000.0,-65.99069168520249
-3560000.0,-65.99545012542224
-3540000.0,-65.96221107546731
-3520000.0,-65.97696878299624
-3500000.0,-65.95214090343578
-3480000.0,-65.93953209908733
-3460000.0,-65.9226827976301
-3440000.0,-65.94278997782605
-3420000.0,-65.93004001418375
-3400000.0,-65.91719416574085
-3380000.0,-65.91779067600282
-3360000.0,-65.95016999304572
-3340000.0,-65.94818056887443
-3320000.0,-65.93184296474867
-3300000.0,-65.94416570696289
-3280000.0,-65.92033150603145
