Frequency (Hz),PSD (dBm)
-10000000.0,-65.79249200820581
-9980000.0,-65.76040391235584
-9960000.0,-65.73396682514266
-9940000.0,-65.7504425077293
-9920000.0,-65.79125273191879
-9900000.0,-65.80954522861666
-9880000.0,-65.77983207100188
-9860000.0,-65.80344826524968
-9840000.0,-65.80425063331661
-9820000.0,-65.80892138939977
-9800000.0,-65.8329155389069
-9780000.0,-65.80679103410392
-9760000.0,-65.77569735468708
-9740000.0,-65.80346299438618
-9720000.0,-65.81079246006428
-9700000.0,-65.82577925384258
-9680000.0,-65.77569201306883
-9660000.0,-65.73385571055725
-9640000.0,-65.73887861243607
-9620000.0,-65.78684378484385
-9600000.0,-65.81602346396984
-9580000.0,-65.809080006154
-9560000.0,-65.79570370578678
-9540000.0,-65.82188289134609
-9520000.0,-65.78216583607139
-9500000.0,-65.74146582073182
-9480000.0,-65.77416183805964
-9460000.0,-65.80198771874589
-9440000.0,-65.81107834775193
-9420000.0,-65.83974843346081
-9400000.0,-65.8159732034582
-9380000.0,-65.79986237640999
-9360000.0,-65.83448268595492
-9340000.0,-65.78725581934356
-9320000.0,-65.77023948375809
-9300000.0,-65.82549177634206
-9280000.0,-65.83050571483868
-9260000.0,-65.78609745646644
-9240000.0,-65.78774580617194
-9220000.0,-65.80894357110144
-9200000.0,-65.81746862100772
-9180000.0,-65.81657207833071
-9160000.0,-65.80775956134156
-9140000.0,-65.7800884986192
-9120000.0,-65.79308439452875
-9100000.0,-65.81411248233776
-9080000.0,-65.77798044528072
-9060000.0,-65.75715774211494
-9040000.0,-65.77492309262107
-9020000.0,-65.78208225939534
-9000000.0,-65.74399388295167
-8980000.0,-65.76199459416847
-8960000.0,-65.77812285456669
-8940000.0,-65.78221748113661
-8920000.0,-65.7920460129808
-8900000.0,-65.79659877319702
-8880000.0,-65.81679234807834
-8860000.0,-65.78819942674058
-8840000.0,-65.72058188569125
-8820000.0,-65.74131888599405
-8800000.0,-65.78279263892411
-8780000.0,-65.76872082599186
-8760000.0,-65.73122214858812
-8740000.0,-65.74516053196044
-8720000.0,-65.77133266958576
-8700000.0,-65.77878252067683
-8680000.0,-65.73338272104279
-8660000.0,-65.74550209900916
-8640000.0,-65.75150426729388
-8620000.0,-65.76816261893875
