Frecuencia (Hz),PSD
-6000976.562500,-100.219203090235268
-5996093.750000,-100.303351022131693
-5991210.937500,-100.330583169828770
-5986328.125000,-100.230324181061960
-5981445.312500,-100.243389530843174
-5976562.500000,-100.053294676149278
-5971679.687500,-100.108149422162569
-5966796.875000,-99.393931708378830
-5961914.062500,-97.708618843938510
-5957031.250000,-99.726406529232548
-5952148.437500,-100.128749432438369
-5947265.625000,-100.203248832364565
-5942382.812500,-100.282961684773824
-5937500.000000,-100.329074354445154
-5932617.187500,-100.419096203325836
-5927734.375000,-100.456785737373423
-5922851.562500,-100.272282907343438
-5917968.750000,-100.254059504576375
-5913085.937500,-100.446700200603289
-5908203.125000,-100.352152052769156
-5903320.312500,-100.373389200128571
-5898437.500000,-100.388909289730208
-5893554.687500,-100.464680477488017
-5888671.875000,-100.514530490189372
-5883789.062500,-100.453464654464270
-5878906.250000,-100.545188147400268
-5874023.437500,-100.535693265991341
-5869140.625000,-100.479321030777697
-5864257.812500,-100.452060407844669
-5859375.000000,-100.497792554925397
-5854492.187500,-100.536356787297123
-5849609.375000,-100.495323617793360
-5844726.562500,-100.447928157495681
-5839843.750000,-100.487800065005487
-5834960.937500,-100.467645891237169
-5830078.125000,-100.396201423062777
-5825195.312500,-100.524579288374099
-5820312.500000,-100.539296339838188
-5815429.687500,-100.497958553206161
-5810546.875000,-100.469857112872546
-5805664.062500,-100.564626305670316
-5800781.250000,-100.543239930845445
-5795898.437500,-100.548601482717515
-5791015.625000,-100.583413589212512
-5786132.812500,-100.560930403993467
-5781250.000000,-100.473891333318420
-5776367.187500,-100.451032536345807
-5771484.375000,-100.443731177459085
-5766601.562500,-100.477931966209923
-5761718.750000,-100.554474172367833
-5756835.937500,-100.515715027175290
-5751953.125000,-100.467573347415694
-5747070.312500,-100.571518166935533
-5742187.500000,-100.509876889141509
-5737304.687500,-100.533704524746042
-5732421.875000,-100.527985719063651
-5727539.062500,-100.545695527987107
-5722656.250000,-100.578386021843770
-5717773.437500,-100.581953245519671
-5712890.625000,-100.519913302261216
-5708007.812500,-100.606940422171775
-5703125.000000,-100.633530874839408
-5698242.187500,-100.522044905909780
-5693359.375000,-100.573327133197040
-5688476.562500,-100.553780965417005
-5683593.750000,-100.458501435384733
-5678710.937500,-100.568672396815771
-5673828.125000,-100.526917049787400
-5668945.312500,-100.545859828206716
-5664062.500000,-100.593970615802348
-5659179.687500,-100.552366076481604
-5654296.875000,-100.501439521001842
-5649414.062500,-100.569597519746395
-5644531.250000,-100.512940114589611
-5639648.437500,-100.558027542689828
-5634765.625000,-100.577574036016969
-5629882.812500,-100.582598186726031
-5625000.000000,-100.597636111867502
-5620117.187500,-100.522755152724258
-5615234.375000,-100.478724885188910
-5610351.562500,-100.514933432185217
-5605468.750000,-100.549878655711552
-5600585.937500,-100.589809801303218
-5595703.125000,-100.499720282786654
-5590820.312500,-100.446274040029493
-5585937.500000,-100.540155477696317
-5581054.687500,-100.537648840574292
-5576171.875000,-100.556798544085368
-5571289.062500,-100.562445027972871
-5566406.250000,-100.582276658463371
-5561523.437500,-100.589829314608949
-5556640.625000,-100.657048420963790
-5551757.812500,-100.601388804564934
-5546875.000000,-100.591163415389730
-5541992.187500,-100.597461472691577
-5537109.375000,-100.561259211473001
-5532226.562500,-100.562710129009204
-5527343.750000,-100.582682406770957
-5522460.937500,-100.658945872494229
-5517578.125000,-100.664333153222742
-5512695.312500,-100.550404930244923
-5507812.500000,-100.571572737241837
-5502929.687500,-100.559668674027762
-5498046.875000,-100.605157336474619
-5493164.062500,-100.562124058244365
-5488281.250000,-100.537351619872140
-5483398.437500,-100.466350611753285
-5478515.625000,-100.564126867071209
-5473632.812500,-100.569891512150718
-5468750.000000,-100.557834194390381
-5463867.187500,-100.513853245168733
-5458984.375000,-100.609525279133408
-5454101.562500,-100.581272180526028
-5449218.750000,-100.567034083080614
-5444335.937500,-100.563306298470749
-5439453.125000,-100.597504793745230
-5434570.312500,-100.575302765004864
-5429687.500000,-100.561748878171485
-5424804.687500,-100.570978169900997
-5419921.875000,-100.505697240078732
-5415039.062500,-100.548677894050542
-5410156.250000,-100.574638787181556
-5405273.437500,-100.605891341410981
-5400390.625000,-100.552747341887155
-5395507.812500,-100.608467859390174
-5390625.000000,-100.607599888715725
-5385742.187500,-100.574943097216476
-5380859.375000,-100.544292602023717
-5375976.562500,-100.589912710764807
-5371093.750000,-100.661143724484035
-5366210.937500,-100.611260440292057
-5361328.125000,-100.577510053313290
-5356445.312500,-100.637413531692800
-5351562.500000,-100.655887354172208
-5346679.687500,-100.643429920432780
-5341796.875000,-100.541004981677418
-5336914.062500,-100.505951293099812
-5332031.250000,-100.478180616944073
-5327148.437500,-100.545401089088955
-5322265.625000,-100.572547974209328
-5317382.812500,-100.555617922704243
-5312500.000000,-100.548397332058784
-5307617.187500,-100.571336895486766
-5302734.375000,-100.645443503341866
-5297851.562500,-100.608394246408267
-5292968.750000,-100.604072346118514
-5288085.937500,-100.595337658165363
-5283203.125000,-100.586983279913241
-5278320.312500,-100.564464868309841
-5273437.500000,-100.551390888621285
-5268554.687500,-100.585551281415320
-5263671.875000,-100.584491249314638
-5258789.062500,-100.550134222153218
-5253906.250000,-100.547727141977646
-5249023.437500,-100.571034104446568
-5244140.625000,-100.544433741044870
-5239257.812500,-100.560475886797306
-5234375.000000,-100.559956112017304
-5229492.187500,-100.524558128623852
-5224609.375000,-100.542467258442201
-5219726.562500,-100.634561768078072
-5214843.750000,-100.630071353586160
-5209960.937500,-100.532639427736399
-5205078.125000,-100.614397052533619
-5200195.312500,-100.642064231736498
-5195312.500000,-100.586141888952767
-5190429.687500,-100.607910732166971
-5185546.875000,-100.637967356050822
-5180664.062500,-100.581275251499108
-5175781.250000,-100.552739468824825
-5170898.437500,-100.587593756379903
-5166015.625000,-100.584212900326321
-5161132.812500,-100.664762618223733
-5156250.000000,-100.526420522582953
-5151367.187500,-100.563644773920032
-5146484.375000,-100.631791585046216
-5141601.562500,-100.565786460768422
-5136718.750000,-100.578479014636997
-5131835.937500,-100.564001998759224
-5126953.125000,-100.579523717663704
-5122070.312500,-100.564221486801102
-5117187.500000,-100.533623183436674
-5112304.687500,-100.540475566345137
-5107421.875000,-100.623384594385612
-5102539.062500,-100.554621110347355
-5097656.250000,-100.569807691403042
-5092773.437500,-100.586026882135855
-5087890.625000,-100.617354973860074
-5083007.812500,-100.671851102278112
-5078125.000000,-100.669330336097445
-5073242.187500,-100.608835024888222
-5068359.375000,-100.610088006948061
-5063476.562500,-100.560821775313229
-5058593.750000,-100.585484865434282
-5053710.937500,-100.589462071424379
-5048828.125000,-100.578112267082759
-5043945.312500,-100.601686693863542
-5039062.500000,-100.533107702712215
-5034179.687500,-100.633538523293169
-5029296.875000,-100.667365973732274
-5024414.062500,-100.657470809203048
-5019531.250000,-100.646666839975722
-5014648.437500,-100.538387949357087
-5009765.625000,-100.493431758055962
-5004882.812500,-100.589712820112268
-5000000.000000,-100.482238264516042
-4995117.187500,-100.534527963836524
-4990234.375000,-100.588603453512633
-4985351.562500,-100.571473520970414
-4980468.750000,-100.626985457262137
-4975585.937500,-100.621154592733987
-4970703.125000,-100.616858366676979
-4965820.312500,-100.642654188885246
-4960937.500000,-100.607200271876536
-4956054.687500,-100.606566642101129
-4951171.875000,-100.620784327836560
-4946289.062500,-100.554014711658539
-4941406.250000,-100.580974208251121
-4936523.437500,-100.584588959168784
-4931640.625000,-100.620929278489626
-4926757.812500,-100.649210949118938
-4921875.000000,-100.646132101009883
-4916992.187500,-100.584563051380727
-4912109.375000,-100.628538618089522
-4907226.562500,-100.621797930182680
-4902343.750000,-100.625333215916086
-4897460.937500,-100.549212374807539
-4892578.125000,-100.609056789946365
-4887695.312500,-100.631028555972421
-4882812.500000,-100.649489933955905
-4877929.687500,-100.666437808667496
-4873046.875000,-100.630400019744840
-4868164.062500,-100.591709132439107
-4863281.250000,-100.544047983823205
-4858398.437500,-100.626073248406641
-4853515.625000,-100.633531179205690
-4848632.812500,-100.640182740044935
-4843750.000000,-100.647605121869020
-4838867.187500,-100.647023444037544
-4833984.375000,-100.567616575907536
-4829101.562500,-100.510032925643287
-4824218.750000,-100.534742489076777
-4819335.937500,-100.607883282123410
-4814453.125000,-100.598563904147994
-4809570.312500,-100.638316631918656
-4804687.500000,-100.588671393977592
-4799804.687500,-100.593748475613609
-4794921.875000,-100.572272647114787
-4790039.062500,-100.639425086592539
-4785156.250000,-100.499443271696293
-4780273.437500,-100.520707505875066
-4775390.625000,-100.599470851927521
-4770507.812500,-100.571877430462223
-4765625.000000,-100.554399650487980
-4760742.187500,-100.493339281209330
-4755859.375000,-100.532504425191874
-4750976.562500,-100.614579840379733
-4746093.750000,-100.602301792195817
-4741210.937500,-100.565986412849639
-4736328.125000,-100.578286931756864
-4731445.312500,-100.574534307910369
-4726562.500000,-100.584649084089250
-4721679.687500,-100.589617541822548
-4716796.875000,-100.607359759221367
-4711914.062500,-100.622568701027134
-4707031.250000,-100.699226802733875
-4702148.437500,-100.641189195286216
-4697265.625000,-100.600098922822610
-4692382.812500,-100.675659514413468
-4687500.000000,-100.692358435741482
-4682617.187500,-100.596946189552341
-4677734.375000,-100.629747191736470
-4672851.562500,-100.605552526557304
-4667968.750000,-100.588963416332220
-4663085.937500,-100.597827727291573
-4658203.125000,-100.547295051532885
-4653320.312500,-100.586706613134410
-4648437.500000,-100.555942082909141
-4643554.687500,-100.519722800506699
-4638671.875000,-100.567903197155687
-4633789.062500,-100.591366985524672
-4628906.250000,-100.587879052344192
-4624023.437500,-100.531355487893691
-4619140.625000,-100.524121207952732
-4614257.812500,-100.581136704156336
-4609375.000000,-100.647859750102171
-4604492.187500,-100.619059336300310
-4599609.375000,-100.595519724445836
-4594726.562500,-100.680836776711757
-4589843.750000,-100.631007161589451
-4584960.937500,-100.534355039668014
-4580078.125000,-100.588965755508255
-4575195.312500,-100.536959172162199
-4570312.500000,-100.516134770791496
-4565429.687500,-100.618509457386949
-4560546.875000,-100.664246473710222
-4555664.062500,-100.612225380578508
-4550781.250000,-100.542414748819795
-4545898.437500,-100.532008298079916
-4541015.625000,-100.549190525306358
-4536132.812500,-100.538964466295369
-4531250.000000,-100.592792469862729
-4526367.187500,-100.615842422736279
-4521484.375000,-100.542000696529129
-4516601.562500,-100.555165372376223
-4511718.750000,-100.629522368921087
-4506835.937500,-100.623409846307823
-4501953.125000,-100.579211174063218
-4497070.312500,-100.635212031238467
-4492187.500000,-100.603902560842201
-4487304.687500,-100.643936904479446
-4482421.875000,-100.599153156421366
-4477539.062500,-100.593692736913013
-4472656.250000,-100.598297569910130
-4467773.437500,-100.609845812239399
-4462890.625000,-100.575785835210226
-4458007.812500,-100.491841061377457
-4453125.000000,-100.505859902016951
-4448242.187500,-100.531060279393628
-4443359.375000,-100.531585454930607
-4438476.562500,-100.554355438195486
-4433593.750000,-100.490878629736812
-4428710.937500,-100.488574127233917
-4423828.125000,-100.578894081854031
-4418945.312500,-100.515392242999468
-4414062.500000,-100.510088013912906
-4409179.687500,-100.560820406870533
-4404296.875000,-100.589165695775478
-4399414.062500,-100.460303901084544
-4394531.250000,-100.456629473986695
-4389648.437500,-100.490302985058989
-4384765.625000,-100.476933208655026
-4379882.812500,-100.438194337565164
-4375000.000000,-100.564640856850147
-4370117.187500,-100.497569570076621
-4365234.375000,-100.489659690839574
-4360351.562500,-100.437660911614799
-4355468.750000,-100.403105630917025
-4350585.937500,-100.407908514173130
-4345703.125000,-100.424183173549920
-4340820.312500,-100.445015023552770
-4335937.500000,-100.492311301243149
-4331054.687500,-100.553086061395462
-4326171.875000,-100.441013529775844
-4321289.062500,-100.349467731564573
-4316406.250000,-100.385888997039558
-4311523.437500,-100.462774670422249
-4306640.625000,-100.470560643317839
-4301757.812500,-100.495459438847362
-4296875.000000,-100.501414841396226
-4291992.187500,-100.456868758399651
-4287109.375000,-100.437895005413665
-4282226.562500,-100.395544715030226
-4277343.750000,-100.381662599078666
-4272460.937500,-100.352433249420329
-4267578.125000,-100.371013292510000
-4262695.312500,-100.293391542914421
-4257812.500000,-100.101273154458511
-4252929.687500,-100.130796755516286
-4248046.875000,-100.158717796947684
-4243164.062500,-100.198801254492366
-4238281.250000,-100.214098721590915
-4233398.437500,-100.184421329682635
-4228515.625000,-100.070453688400178
-4223632.812500,-99.889895552023390
-4218750.000000,-99.777864123421850
-4213867.187500,-99.753407201192076
-4208984.375000,-99.911635177145286
-4204101.562500,-100.023749362746400
-4199218.750000,-99.911813638979069
-4194335.937500,-99.993926394529524
-4189453.125000,-99.922526698813243
-4184570.312500,-99.842103045076541
-4179687.500000,-99.794318654582369
-4174804.687500,-99.707556059420739
-4169921.875000,-99.500030339042553
-4165039.062500,-97.198812723581000
-4160156.250000,-94.840750505043374
-4155273.437500,-98.556227151122840
-4150390.625000,-99.424893512712458
-4145507.812500,-99.337803980289806
-4140625.000000,-99.230382128398162
-4135742.187500,-98.891490478137243
-4130859.375000,-98.273017183086893
-4125976.562500,-98.231523310852594
-4121093.750000,-97.490902624275876
-4116210.937500,-97.949544727286266
-4111328.125000,-98.085147174084256
-4106445.312500,-98.415647219091170
-4101562.500000,-98.686070032198387
-4096679.687500,-98.898311547857730
-4091796.875000,-98.902166144538469
-4086914.062500,-98.766340396463477
-4082031.250000,-97.927680531989850
-4077148.437500,-98.036175694810993
-4072265.625000,-96.772901974080838
-4067382.812500,-88.031379439067180
-4062500.000000,-87.640825214858324
-4057617.187500,-97.052744572342988
-4052734.375000,-98.638912537367787
-4047851.562500,-98.453574091156781
-4042968.750000,-98.793415675662033
-4038085.937500,-98.800375268108837
-4033203.125000,-98.248517518529610
-4028320.312500,-97.977026335420874
-4023437.500000,-97.490027135598169
-4018554.687500,-97.143504573226025
-4013671.875000,-91.312912332049919
-4008789.062500,-90.183697533484974
-4003906.250000,-97.052122276552609
-3999023.437500,-97.261995438778953
-3994140.625000,-98.125434296331434
-3989257.812500,-98.135916645496451
-3984375.000000,-98.036106406388967
-3979492.187500,-98.369350801807400
-3974609.375000,-98.196279718637513
-3969726.562500,-97.540443753181790
-3964843.750000,-98.459869163610023
-3959960.937500,-96.765107968295069
-3955078.125000,-96.045712236627040
-3950195.312500,-99.003871344915780
-3945312.500000,-99.271243150930246
-3940429.687500,-99.562179576566507
-3935546.875000,-99.637722960412290
-3930664.062500,-99.700698615734638
-3925781.250000,-99.883540742648137
-3920898.437500,-99.986797242244805
-3916015.625000,-99.998688518291203
-3911132.812500,-100.192140846002417
-3906250.000000,-100.116312360968095
-3901367.187500,-99.945950506887996
-3896484.375000,-100.184800831529643
-3891601.562500,-100.157136235667082
-3886718.750000,-100.243845923528525
-3881835.937500,-100.371034471812180
-3876953.125000,-100.409844073688689
-3872070.312500,-100.323404947481706
-3867187.500000,-100.173757051961161
-3862304.687500,-100.179409115443434
-3857421.875000,-100.292259461722068
-3852539.062500,-100.459703756160025
-3847656.250000,-100.483311909505062
-3842773.437500,-100.393821125513199
-3837890.625000,-100.436742869780190
-3833007.812500,-100.477043063795364
-3828125.000000,-100.444931280864580
-3823242.187500,-100.486552671491083
-3818359.375000,-100.494897801919194
-3813476.562500,-100.424065338030118
-3808593.750000,-100.420292395548231
-3803710.937500,-100.483271414192203
-3798828.125000,-100.502012004061058
-3793945.312500,-100.433608330918517
-3789062.500000,-100.318619911505010
-3784179.687500,-100.495031369775546
-3779296.875000,-100.559055260335384
-3774414.062500,-100.442907239315019
-3769531.250000,-100.504751447822670
-3764648.437500,-100.522184426941052
-3759765.625000,-100.520175729960783
-3754882.812500,-100.525606536707301
-3750000.000000,-100.547128753453435
-3745117.187500,-100.475174903067085
-3740234.375000,-100.529438662418642
-3735351.562500,-100.542601880409634
-3730468.750000,-100.539438895546866
-3725585.937500,-100.594544531569539
-3720703.125000,-100.557749526891556
-3715820.312500,-100.506693048326227
-3710937.500000,-100.397442046139275
-3706054.687500,-100.438602852795199
-3701171.875000,-100.511549555520432
-3696289.062500,-100.483254554918702
-3691406.250000,-100.604551245165283
-3686523.437500,-100.571203356736234
-3681640.625000,-100.538568913904157
-3676757.812500,-100.570168388870229
-3671875.000000,-100.570582008878432
-3666992.187500,-100.503858000290066
-3662109.375000,-100.515602195658218
-3657226.562500,-100.553662569182791
-3652343.750000,-100.534612631163839
-3647460.937500,-100.512484771934538
-3642578.125000,-100.560526350797574
-3637695.312500,-100.561096215520905
-3632812.500000,-100.589468357438363
-3627929.687500,-100.495244894809332
-3623046.875000,-100.447673911702381
-3618164.062500,-100.436791689710418
-3613281.250000,-100.545153003467718
-3608398.437500,-100.646810869948453
-3603515.625000,-100.670208347792496
-3598632.812500,-100.605026200605039
-3593750.000000,-100.582942074953934
-3588867.187500,-100.635836287822386
-3583984.375000,-100.545650867084561
-3579101.562500,-100.534434008534703
-3574218.750000,-100.527221472958800
-3569335.937500,-100.457504160669529
-3564453.125000,-100.519230144146434
-3559570.312500,-100.479010715519550
-3554687.500000,-100.546679862899225
-3549804.687500,-100.685300764606779
-3544921.875000,-100.645739811535705
-3540039.062500,-100.526522376125641
-3535156.250000,-100.499184332802997
-3530273.437500,-100.558694891835145
-3525390.625000,-100.611455933558162
-3520507.812500,-100.570474696853580
-3515625.000000,-100.592480314306158
-3510742.187500,-100.532936416528401
-3505859.375000,-100.460539914826512
-3500976.562500,-100.508911032002914
-3496093.750000,-100.541615842982225
-3491210.937500,-100.517404358335142
-3486328.125000,-100.492339413063092
-3481445.312500,-100.580569498220285
-3476562.500000,-100.580106405374323
-3471679.687500,-100.540915186126995
-3466796.875000,-100.571984128352000
-3461914.062500,-100.460729666268222
-3457031.250000,-100.537148155508916
-3452148.437500,-100.621141434756112
-3447265.625000,-100.571662109150580
-3442382.812500,-100.469134775324974
-3437500.000000,-100.539386837736629
-3432617.187500,-100.648612705117827
-3427734.375000,-100.540712881489554
-3422851.562500,-100.550127527034917
-3417968.750000,-100.560902947218779
-3413085.937500,-100.578648225635817
-3408203.125000,-100.612288170518710
-3403320.312500,-100.538679031169409
-3398437.500000,-100.547883334123867
-3393554.687500,-100.573360202674621
-3388671.875000,-100.581496300499737
-3383789.062500,-100.500682824866516
-3378906.250000,-100.569768149160041
-3374023.437500,-100.534944885175847
-3369140.625000,-100.505032981293780
-3364257.812500,-100.590841493809009
-3359375.000000,-100.495433712493167
-3354492.187500,-100.501233768296387
-3349609.375000,-100.601970786646461
-3344726.562500,-100.599638756806300
-3339843.750000,-100.589176329508305
-3334960.937500,-100.534316540143834
-3330078.125000,-100.599073772439198
-3325195.312500,-100.604552693028225
-3320312.500000,-100.562398337017186
-3315429.687500,-100.504517743757290
-3310546.875000,-100.441468814210623
-3305664.062500,-100.504102306551232
-3300781.250000,-100.531561970098849
-3295898.437500,-100.555119686750004
-3291015.625000,-100.563978989490707
-3286132.812500,-100.565930788125286
-3281250.000000,-100.574782810244670
-3276367.187500,-100.631163351679731
-3271484.375000,-100.515779156948568
-3266601.562500,-100.485356326488201
-3261718.750000,-100.559021967508144
-3256835.937500,-100.586759579883633
-3251953.125000,-100.513991892254339
-3247070.312500,-100.533507422469626
-3242187.500000,-100.521094122000548
-3237304.687500,-100.591923586296303
-3232421.875000,-100.520160287173951
-3227539.062500,-100.528363239849057
-3222656.250000,-100.589732328709943
-3217773.437500,-100.526903006138625
-3212890.625000,-100.473370573924555
-3208007.812500,-100.506840556548767
-3203125.000000,-100.558133499463850
-3198242.187500,-100.479840054977828
-3193359.375000,-100.447573944735694
-3188476.562500,-100.506420277598977
-3183593.750000,-100.526126537591239
-3178710.937500,-100.609816564630165
-3173828.125000,-100.541201618168486
-3168945.312500,-100.591690402734258
-3164062.500000,-100.638034811233922
-3159179.687500,-100.496498262510485
-3154296.875000,-100.486707276251295
-3149414.062500,-100.435862128872458
-3144531.250000,-100.370845462063983
-3139648.437500,-100.449900411377087
-3134765.625000,-100.535906493314599
-3129882.812500,-100.519013700345212
-3125000.000000,-100.541900128845128
-3120117.187500,-100.571493754484180
-3115234.375000,-100.502656829419251
-3110351.562500,-100.487368556459217
-3105468.750000,-100.513140406541837
-3100585.937500,-100.567109700939596
-3095703.125000,-100.559858282174176
-3090820.312500,-100.610953015080554
-3085937.500000,-100.541560477833883
-3081054.687500,-100.430406165686037
-3076171.875000,-100.449188874001180
-3071289.062500,-100.520340359194847
-3066406.250000,-100.566728181074097
-3061523.437500,-100.527542252593122
-3056640.625000,-100.477394868884090
-3051757.812500,-100.513516313761045
-3046875.000000,-100.447841724037545
-3041992.187500,-100.512551430346022
-3037109.375000,-100.545100813801042
-3032226.562500,-100.570068626949421
-3027343.750000,-100.533979133027486
-3022460.937500,-100.507902906343801
-3017578.125000,-100.516500998861062
-3012695.312500,-100.542485907642302
-3007812.500000,-100.442883737760297
-3002929.687500,-100.513022532788398
-2998046.875000,-100.574645025263521
-2993164.062500,-100.493590299949815
-2988281.250000,-100.558245981140985
-2983398.437500,-100.555261795290079
-2978515.625000,-100.553813327416549
-2973632.812500,-100.542480667920501
-2968750.000000,-100.489255455614767
-2963867.187500,-100.509694724000965
-2958984.375000,-100.507765441997009
-2954101.562500,-100.511671281679867
-2949218.750000,-100.551872220647681
-2944335.937500,-100.547810322086008
-2939453.125000,-100.563832935413799
-2934570.312500,-100.541845255558258
-2929687.500000,-100.508197342641637
-2924804.687500,-100.489883034613726
-2919921.875000,-100.471907328320640
-2915039.062500,-100.491400182412193
-2910156.250000,-100.534350200526617
-2905273.437500,-100.562175765473910
-2900390.625000,-100.519005248269465
-2895507.812500,-100.474158397606857
-2890625.000000,-100.585832390010637
-2885742.187500,-100.583736995276098
-2880859.375000,-100.454601836987678
-2875976.562500,-100.459997504390216
-2871093.750000,-100.501004688310218
-2866210.937500,-100.475172319355593
-2861328.125000,-100.468611191323419
-2856445.312500,-100.504566742190832
-2851562.500000,-100.584305123578801
-2846679.687500,-100.504642239530739
-2841796.875000,-100.452383604120513
-2836914.062500,-100.462369638402492
-2832031.250000,-100.504000751592812
-2827148.437500,-100.527639173942617
-2822265.625000,-100.438470127555320
-2817382.812500,-100.502742714388390
-2812500.000000,-100.466267904460096
-2807617.187500,-100.490969419999118
-2802734.375000,-100.495961963823788
-2797851.562500,-100.445530497568555
-2792968.750000,-100.502852559524328
-2788085.937500,-100.470860826618562
-2783203.125000,-100.507694782416493
-2778320.312500,-100.453107696381807
-2773437.500000,-100.509044709515138
-2768554.687500,-100.471482164320207
-2763671.875000,-100.581604012193978
-2758789.062500,-100.504806603206092
-2753906.250000,-100.427317338514527
-2749023.437500,-100.555205327381685
-2744140.625000,-100.566562207821448
-2739257.812500,-100.463479274174517
-2734375.000000,-100.478405027123600
-2729492.187500,-100.505090190917230
-2724609.375000,-100.558334289109425
-2719726.562500,-100.534339669090173
-2714843.750000,-100.463561105995026
-2709960.937500,-100.595770777766973
-2705078.125000,-100.690893488047010
-2700195.312500,-100.629018557603601
-2695312.500000,-100.631169421137017
-2690429.687500,-100.581275572431665
-2685546.875000,-100.620281239876903
-2680664.062500,-100.601951724116688
-2675781.250000,-100.502584005921406
-2670898.437500,-100.434584724351694
-2666015.625000,-100.431949093852197
-2661132.812500,-100.525634769866642
-2656250.000000,-100.625983345447324
-2651367.187500,-100.549670230960459
-2646484.375000,-100.452129086370519
-2641601.562500,-100.456385859584429
-2636718.750000,-100.533958503067552
-2631835.937500,-100.517950354991910
-2626953.125000,-100.493225571698105
-2622070.312500,-100.567830948901943
-2617187.500000,-100.631490672377865
-2612304.687500,-100.589866202903991
-2607421.875000,-100.565833938513379
-2602539.062500,-100.580311833319186
-2597656.250000,-100.609993262192717
-2592773.437500,-100.491383275733000
-2587890.625000,-100.519204154056055
-2583007.812500,-100.538193466646405
-2578125.000000,-100.551865228106450
-2573242.187500,-100.610755926550979
-2568359.375000,-100.626358855239289
-2563476.562500,-100.664443049742914
-2558593.750000,-100.584006636009917
-2553710.937500,-100.479355006435497
-2548828.125000,-100.570693232763389
-2543945.312500,-100.576769785097468
-2539062.500000,-100.593960051051596
-2534179.687500,-100.614026449111208
-2529296.875000,-100.592496909181804
-2524414.062500,-100.557928618895986
-2519531.250000,-100.566727244520010
-2514648.437500,-100.549130142720486
-2509765.625000,-100.533792687285938
-2504882.812500,-100.459257003539108
-2500000.000000,-100.543184456654188
-2495117.187500,-100.541393310018790
-2490234.375000,-100.589694357407382
-2485351.562500,-100.496688383480716
-2480468.750000,-100.465495296520885
-2475585.937500,-100.501194660387341
-2470703.125000,-100.591254865302886
-2465820.312500,-100.615912937425165
-2460937.500000,-100.523345044546943
-2456054.687500,-100.566095260087693
-2451171.875000,-100.594534335778292
-2446289.062500,-100.595865862917520
-2441406.250000,-100.544547579133834
-2436523.437500,-100.620867401437096
-2431640.625000,-100.586235384323857
-2426757.812500,-100.551461126710663
-2421875.000000,-100.484099454421042
-2416992.187500,-100.547778569449122
-2412109.375000,-100.595040011876605
-2407226.562500,-100.548841602597491
-2402343.750000,-100.543552256248489
-2397460.937500,-100.519364140778379
-2392578.125000,-100.486865604197902
-2387695.312500,-100.459060604545385
-2382812.500000,-100.462891115336376
-2377929.687500,-100.495416384359544
-2373046.875000,-100.489299392150173
-2368164.062500,-100.556130687294342
-2363281.250000,-100.474629927845797
-2358398.437500,-100.566692926219034
-2353515.625000,-100.557689833091771
-2348632.812500,-100.479704631292407
-2343750.000000,-100.411211543726495
-2338867.187500,-100.452596463549142
-2333984.375000,-100.520957486855707
-2329101.562500,-100.552105298433659
-2324218.750000,-100.509378489375706
-2319335.937500,-100.400735124791240
-2314453.125000,-100.418488539236236
-2309570.312500,-100.429156000931272
-2304687.500000,-100.447434238264876
-2299804.687500,-100.485234602574863
-2294921.875000,-100.527778160218602
-2290039.062500,-100.504425263712079
-2285156.250000,-100.431571554031109
-2280273.437500,-100.446678609447929
-2275390.625000,-100.400537441912618
-2270507.812500,-100.356550308128334
-2265625.000000,-100.327646994881661
-2260742.187500,-100.379611109125065
-2255859.375000,-100.313873183320666
-2250976.562500,-100.064130524209119
-2246093.750000,-100.152004445395377
-2241210.937500,-100.213146287689625
-2236328.125000,-100.195383692435655
-2231445.312500,-100.154485874405538
-2226562.500000,-100.043808265025689
-2221679.687500,-99.973793302058098
-2216796.875000,-99.979087541414259
-2211914.062500,-99.838995154465366
-2207031.250000,-99.870608654894411
-2202148.437500,-99.846227508770539
-2197265.625000,-99.690201729445704
-2192382.812500,-99.723697328218734
-2187500.000000,-99.690747888202793
-2182617.187500,-99.646816248732335
-2177734.375000,-99.587959280537618
-2172851.562500,-99.561469709216212
-2167968.750000,-99.552770618633190
-2163085.937500,-98.777420378550204
-2158203.125000,-94.966201364584109
-2153320.312500,-94.474298596932726
-2148437.500000,-98.547978482902863
-2143554.687500,-99.036074009611838
-2138671.875000,-98.778932706116450
-2133789.062500,-98.581521080815847
-2128906.250000,-98.139772648367682
-2124023.437500,-97.298506559955143
-2119140.625000,-97.213467245207866
-2114257.812500,-96.653069749853643
-2109375.000000,-97.172812127493188
-2104492.187500,-97.514757888507347
-2099609.375000,-97.428801102534607
-2094726.562500,-98.098448237637328
-2089843.750000,-98.225258602087962
-2084960.937500,-97.991355650803683
-2080078.125000,-98.106768149142312
-2075195.312500,-96.929260049486160
-2070312.500000,-96.871312530497732
-2065429.687500,-93.367724145099515
-2060546.875000,-84.147299984623331
-2055664.062500,-87.688492244833668
-2050781.250000,-96.769438368238170
-2045898.437500,-97.084857498824732
-2041015.625000,-97.447142862282078
-2036132.812500,-97.552210607479651
-2031250.000000,-97.266505824115626
-2026367.187500,-96.770429713578608
-2021484.375000,-96.058429707258142
-2016601.562500,-95.687312804085963
-2011718.750000,-94.450813951127074
-2006835.937500,-89.132212936547646
-2001953.125000,-91.013107610245157
-1997070.312500,-95.420009855865061
-1992187.500000,-95.757453876891930
