Frequency (Hz),PSD (dBm)
-10000000.0,-66.10750147697745
-9980000.0,-66.18070825326825
-9960000.0,-66.2299115432704
-9940000.0,-66.2131365601917
-9920000.0,-66.20605834637989
-9900000.0,-66.21233030047372
-9880000.0,-66.22468720686398
-9860000.0,-66.19288555680932
-9840000.0,-66.21018780431926
-9820000.0,-66.21363914658178
-9800000.0,-66.17119096032584
-9780000.0,-66.17682353919153
-9760000.0,-66.2013676489102
-9740000.0,-66.2047643309823
-9720000.0,-66.20277231661368
-9700000.0,-66.23587708746426
-9680000.0,-66.21042397091477
-9660000.0,-66.19444808775712
-9640000.0,-66.21297988991083
-9620000.0,-66.19275721441244
-9600000.0,-66.19171172592603
-9580000.0,-66.203406768135
-9560000.0,-66.2158780885231
-9540000.0,-66.2004390509445
-9520000.0,-66.18387641700507
-9500000.0,-66.21201213578628
-9480000.0,-66.17754003848493
-9460000.0,-66.19675190091363
-9440000.0,-66.20365104455814
-9420000.0,-66.22518213519022
-9400000.0,-66.22481726341155
-9380000.0,-66.226596435899
-9360000.0,-66.24184392308761
-9340000.0,-66.23260038837591
-9320000.0,-66.21610068432383
-9300000.0,-66.21123934076222
-9280000.0,-66.21315819085387
-9260000.0,-66.20884104566119
-9240000.0,-66.21035592181273
-9220000.0,-66.21334458003655
-9200000.0,-66.1871239671048
-9180000.0,-66.20263696456374
-9160000.0,-66.20045243654457
-9140000.0,-66.18201430613568
-9120000.0,-66.18083065860111
-9100000.0,-66.18428690630222
-9080000.0,-66.19391594996647
-9060000.0,-66.20312749882976
-9040000.0,-66.20754073549433
-9020000.0,-66.1695752639063
-9000000.0,-66.1818549665524
-8980000.0,-66.20254937667748
-8960000.0,-66.2228058111341
-8940000.0,-66.23384622026566
-8920000.0,-66.20990733183869
-8900000.0,-66.19283973780392
-8880000.0,-66.2270098616789
-8860000.0,-66.20994049865791
-8840000.0,-66.17898578324605
-8820000.0,-66.17820524337121
-8800000.0,-66.18882244527524
-8780000.0,-66.17700828831288
-8760000.0,-66.20318203067747
-8740000.0,-66.22405571653758
-8720000.0,-66.23262959040736
-8700000.0,-66.20289704589996
-8680000.0,-66.15562570136494
-8660000.0,-66.17145592657891
-8640000.0,-66.174073750992
-8620000.0,-66.18177370983956
-8600000.0,-66.20017080842787
-8580000.0,-66.15763953362685
-8560000.0,-66.16622358865655
-8540000.0,-66.18818164787643
-8520000.0,-66.21444692658658
-8500000.0,-66.18091913747419
-8480000.0,-66.13073733233881
-8460000.0,-66.13044603203946
-8440000.0,-66.13766651461599
-8420000.0,-66.16416713025255
-8400000.0,-66.19179591354688
-8380000.0,-66.19019236404739
-8360000.0,-66.19432018282096
-8340000.0,-66.17651674715974
-8320000.0,-66.15432897710308
-8300000.0,-66.18468064032082
-8280000.0,-66.17085943401001
-8260000.0,-66.20330305250579
-8240000.0,-66.17887563145396
-8220000.0,-66.1496087919542
-8200000.0,-66.20296877336133
-8180000.0,-66.2405618122718
-8160000.0,-66.19677355321298
-8140000.0,-66.19514000378139
-8120000.0,-66.19182306725395
-8100000.0,-66.20271689204816
-8080000.0,-66.20513786366777
-8060000.0,-66.1964001323919
-8040000.0,-66.21678615262188
-8020000.0,-66.22057698824769
-8000000.0,-66.19705608118903
-7980000.0,-66.214513294677
-7960000.0,-66.21202039662163
-7940000.0,-66.19378893577556
