Frequency (Hz),PSD (dBm)
-10000000.0,-64.96593463831914
-9980000.0,-65.69892707262638
-9960000.0,-66.0004714779652
-9940000.0,-65.9749935425712
-9920000.0,-65.96787944910871
-9900000.0,-65.95863721761827
-9880000.0,-65.98777038848128
-9860000.0,-65.93999155879386
-9840000.0,-65.93003069724517
-9820000.0,-65.99121273835534
-9800000.0,-65.9912591949529
-9780000.0,-65.96566721183079
-9760000.0,-65.97650577335268
-9740000.0,-65.98125920747725
-9720000.0,-65.96295440098702
-9700000.0,-65.99483275857924
-9680000.0,-66.00245129004912
-9660000.0,-65.97521527378956
-9640000.0,-65.95299637431343
-9620000.0,-65.94856173563922
-9600000.0,-65.95964855145789
-9580000.0,-65.96867873906541
-9560000.0,-65.98035426026757
-9540000.0,-65.9921108048956
-9520000.0,-66.0079795558628
-9500000.0,-66.02314822893837
-9480000.0,-65.9949267491282
-9460000.0,-65.99836210139809
-9440000.0,-65.99767164995826
-9420000.0,-65.98308757130187
-9400000.0,-65.96480727350968
-9380000.0,-65.98335397503105
-9360000.0,-65.99465721711852
-9340000.0,-65.98855204820123
-9320000.0,-65.99319702402907
-9300000.0,-65.96683940328198
-9280000.0,-65.96240555968579
-9260000.0,-65.97110912170466
-9240000.0,-65.97194327700646
-9220000.0,-65.97892547286465
-9200000.0,-65.97190224836963
-9180000.0,-65.98748298913247
-9160000.0,-66.00814673471474
-9140000.0,-65.9905908089352
-9120000.0,-65.98227050952687
-9100000.0,-65.98344805993237
-9080000.0,-65.98058950502937
-9060000.0,-65.96814909174486
-9040000.0,-65.95662201859452
-9020000.0,-65.96289307569761
-9000000.0,-65.88449080333041
-8980000.0,-65.94195415728849
-8960000.0,-65.96748039129835
-8940000.0,-65.96241740709851
-8920000.0,-65.9894745398364
-8900000.0,-65.98898493360056
-8880000.0,-65.93288238491807
-8860000.0,-65.93780328332583
-8840000.0,-65.97796002093258
-8820000.0,-65.92960171875153
-8800000.0,-65.89993444189747
-8780000.0,-65.94957364088098
-8760000.0,-65.96489120506946
-8740000.0,-65.96863991787619
-8720000.0,-65.94432456471024
-8700000.0,-65.95098389067897
-8680000.0,-65.92302272426741
-8660000.0,-65.95648292894725
-8640000.0,-65.96445719180414
-8620000.0,-65.96575528221612
-8600000.0,-65.98191532611244
-8580000.0,-65.98711278923325
-8560000.0,-65.96778910612198
-8540000.0,-65.94219183540895
-8520000.0,-65.97111692765453
-8500000.0,-65.95261458523402
-8480000.0,-65.95636943557761
-8460000.0,-65.95261872162084
-8440000.0,-65.98884470905833
-8420000.0,-65.9983283741643
-8400000.0,-65.97934279230006
-8380000.0,-65.93054436127156
-8360000.0,-65.91625870503522
-8340000.0,-65.93497852846863
-8320000.0,-65.96347018658831
-8300000.0,-65.97782876687275
-8280000.0,-65.98985839760529
-8260000.0,-65.9824878366422
-8240000.0,-65.98183713765792
-8220000.0,-65.97554412192589
-8200000.0,-65.9566549874828
-8180000.0,-65.98640220323273
-8160000.0,-66.01926118354454
-8140000.0,-65.99033333212465
-8120000.0,-65.96648863767184
-8100000.0,-65.99812319073527
-8080000.0,-65.9965663099165
-8060000.0,-65.98082135197338
-8040000.0,-65.98503617912188
-8020000.0,-65.9931167002774
-8000000.0,-65.97584157320648
-7980000.0,-65.98227544871162
-7960000.0,-65.98550794393735
-7940000.0,-66.00972311009448
-7920000.0,-65.96136890477534
-7900000.0,-65.98236539870081
-7880000.0,-65.98914809438203
-7860000.0,-65.99514672637534
-7840000.0,-65.96972931918191
-7820000.0,-65.95949368938592
-7800000.0,-65.97789017462145
-7780000.0,-65.99781298666466
-7760000.0,-65.9943471746564
-7740000.0,-65.9906232887591
-7720000.0,-65.95218585347843
-7700000.0,-65.95057264193755
-7680000.0,-65.97652220828688
-7660000.0,-65.95808257616225
-7640000.0,-65.94906366223755
-7620000.0,-65.9559894291404
-7600000.0,-65.97516375067644
-7580000.0,-65.96888850816282
-7560000.0,-65.9953192344923
-7540000.0,-65.98039365244429
-7520000.0,-65.98072089370163
-7500000.0,-65.9955834149364
-7480000.0,-65.9929110696231
-7460000.0,-65.99952939116774
-7440000.0,-65.9913442175824
-7420000.0,-65.98145838643526
-7400000.0,-65.98139639327051
-7380000.0,-66.00417067249174
-7360000.0,-66.01957830825596
-7340000.0,-66.01235506245077
-7320000.0,-65.99351401944432
-7300000.0,-65.98040712880601
-7280000.0,-65.96857950809331
-7260000.0,-65.9556344154104
-7240000.0,-65.97370564929348
-7220000.0,-65.97444028475249
-7200000.0,-66.00295038047605
-7180000.0,-65.98626145669364
-7160000.0,-66.03519733647593
-7140000.0,-66.01986091247122
-7120000.0,-65.97604497690573
-7100000.0,-65.95853041588083
-7080000.0,-66.00579611912437
-7060000.0,-66.00246458934546
-7040000.0,-65.9651297854663
-7020000.0,-65.99350308462193
-7000000.0,-66.00945538975748
-6980000.0,-66.02640036224511
-6960000.0,-66.01218742132461
-6940000.0,-66.03446604882097
-6920000.0,-66.01475421068706
-6900000.0,-65.98700190789557
-6880000.0,-65.97159723585408
-6860000.0,-66.01344133125588
-6840000.0,-66.02184910280917
-6820000.0,-66.02107056734378
-6800000.0,-66.0199907146235
-6780000.0,-65.97823509675325
-6760000.0,-65.97923014940247
-6740000.0,-65.99112396297178
-6720000.0,-66.01639092473812
-6700000.0,-66.02646945456354
-6680000.0,-66.01616070352317
-6660000.0,-65.97079380592822
-6640000.0,-66.01558288101864
-6620000.0,-66.0474156921993
-6600000.0,-66.0156572268515
-6580000.0,-65.98049740340471
-6560000.0,-65.97149473453604
