Frequency (Hz),PSD (dBm)
-10000000.0,-65.89645168364154
-9980000.0,-65.91874678569675
-9960000.0,-65.90197196616356
-9940000.0,-65.92104402073535
-9920000.0,-65.94457568854949
-9900000.0,-65.96538545970205
-9880000.0,-65.93354466193699
-9860000.0,-65.90281467215397
-9840000.0,-65.92003410314364
-9820000.0,-65.93656647986396
-9800000.0,-65.93579233951176
-9780000.0,-65.89362912010641
-9760000.0,-65.88930565265417
-9740000.0,-65.92191707704976
-9720000.0,-65.93460090742398
-9700000.0,-65.92160187577109
-9680000.0,-65.90300407564797
-9660000.0,-65.90614366816791
-9640000.0,-65.92082641930446
-9620000.0,-65.92483732530353
-9600000.0,-65.92791483204594
-9580000.0,-65.917864182693
-9560000.0,-65.94658260039614
-9540000.0,-65.9334550344995
-9520000.0,-65.95352501731753
-9500000.0,-65.93373657658374
-9480000.0,-65.95030259173639
-9460000.0,-65.93790211120196
-9440000.0,-65.91857287057661
-9420000.0,-65.9062018751529
-9400000.0,-65.93035702857073
-9380000.0,-65.96251050645813
-9360000.0,-65.92111083923241
-9340000.0,-65.89842219858988
-9320000.0,-65.9097618650179
-9300000.0,-65.92210870952252
-9280000.0,-65.92796926851902
-9260000.0,-65.93324983743283
-9240000.0,-65.90583033977796
-9220000.0,-65.94491094747332
-9200000.0,-65.96722745362315
-9180000.0,-65.95199908418704
-9160000.0,-65.93047801588273
-9140000.0,-65.94916211389157
-9120000.0,-65.9695105919256
-9100000.0,-65.95072436814979
-9080000.0,-65.91578931575813
-9060000.0,-65.9234161802017
-9040000.0,-65.9333144980755
-9020000.0,-65.96818913065945
-9000000.0,-65.94900190149926
-8980000.0,-65.9493210188196
-8960000.0,-65.92174123482586
-8940000.0,-65.9443346589878
-8920000.0,-65.90637586295081
-8900000.0,-65.91746648310988
-8880000.0,-65.94942858800393
-8860000.0,-65.93949632219176
-8840000.0,-65.91054031725
-8820000.0,-65.9037373632219
-8800000.0,-65.91289390279314
-8780000.0,-65.90727592545359
-8760000.0,-65.94797945320175
-8740000.0,-65.94314168602003
-8720000.0,-65.90668426827168
-8700000.0,-65.91389506706146
-8680000.0,-65.91063662979388
-8660000.0,-65.89170239963983
-8640000.0,-65.90568006931545
-8620000.0,-65.9440165592567
-8600000.0,-65.93769700581794
-8580000.0,-65.91396562319
-8560000.0,-65.91952070699251
-8540000.0,-65.89891206059364
