Frequency (Hz),PSD (dBm)
-10000000.0,-65.84259888084955
-9980000.0,-65.80485656121517
-9960000.0,-65.8192323906391
-9940000.0,-65.82610054288091
-9920000.0,-65.79931787882909
-9900000.0,-65.82436871827878
-9880000.0,-65.85832126129984
-9860000.0,-65.87750847252109
-9840000.0,-65.84525463526359
-9820000.0,-65.84634002340866
-9800000.0,-65.86971896827059
-9780000.0,-65.87680365806563
-9760000.0,-65.86960512308673
-9740000.0,-65.85367265525043
-9720000.0,-65.84013522391948
-9700000.0,-65.85371423704319
-9680000.0,-65.87458672569082
-9660000.0,-65.88535880433312
-9640000.0,-65.87996872476526
-9620000.0,-65.86373056226566
-9600000.0,-65.86168718713944
-9580000.0,-65.89446625773795
-9560000.0,-65.90699818132688
-9540000.0,-65.86569835010118
-9520000.0,-65.83603954902497
-9500000.0,-65.87012213460974
-9480000.0,-65.88401785697192
-9460000.0,-65.89059491305835
-9440000.0,-65.90335250160206
-9420000.0,-65.84632002774937
-9400000.0,-65.84272229960978
-9380000.0,-65.84941591599788
-9360000.0,-65.86097209386706
-9340000.0,-65.87799095650324
-9320000.0,-65.83062102027598
-9300000.0,-65.83144561616243
-9280000.0,-65.84623953028951
-9260000.0,-65.857592851379
-9240000.0,-65.88533081235205
-9220000.0,-65.89237603819431
-9200000.0,-65.89446859761713
-9180000.0,-65.86193923874272
-9160000.0,-65.86777403995652
-9140000.0,-65.85178514126059
-9120000.0,-65.85918861203865
-9100000.0,-65.88849605512038
-9080000.0,-65.91882233238175
-9060000.0,-65.88515105448036
-9040000.0,-65.83413958622016
-9020000.0,-65.83958445646321
-9000000.0,-65.73948064781631
-8980000.0,-65.81899895993443
-8960000.0,-65.85205152274013
-8940000.0,-65.85816628174895
-8920000.0,-65.8264451906287
-8900000.0,-65.83502056948045
-8880000.0,-65.85226780653444
-8860000.0,-65.88249906886284
-8840000.0,-65.88102851327923
-8820000.0,-65.88661314172927
-8800000.0,-65.85808917144297
-8780000.0,-65.829377262995
-8760000.0,-65.8706662169925
-8740000.0,-65.87889456177714
-8720000.0,-65.83473545713215
-8700000.0,-65.83232451437414
-8680000.0,-65.89327307195289
-8660000.0,-65.87312416634688
-8640000.0,-65.84161380882426
-8620000.0,-65.84676568955682
-8600000.0,-65.86527465265249
-8580000.0,-65.8583741858599
-8560000.0,-65.8537242579665
-8540000.0,-65.84459874037711
-8520000.0,-65.83089866221403
-8500000.0,-65.85246748559197
-8480000.0,-65.86130045065693
-8460000.0,-65.8597392147957
-8440000.0,-65.86733022283563
-8420000.0,-65.84471495198088
-8400000.0,-65.84631900035247
-8380000.0,-65.84354857394746
-8360000.0,-65.85966585255733
-8340000.0,-65.88186712221776
-8320000.0,-65.84962887096262
-8300000.0,-65.84428698561105
-8280000.0,-65.85530940769543
-8260000.0,-65.83910473201671
-8240000.0,-65.90409174760958
-8220000.0,-65.84728620390153
-8200000.0,-65.8420582103999
-8180000.0,-65.88493716602432
-8160000.0,-65.87321400768079
-8140000.0,-65.8285314597427
