Frequency (Hz),PSD (dBm)
-10000000.0,-65.98510679102633
-9980000.0,-65.9761560877316
-9960000.0,-65.97705904532356
-9940000.0,-66.02409955707239
-9920000.0,-66.00196295766597
-9900000.0,-65.98462743554474
-9880000.0,-66.00961418791282
-9860000.0,-66.00479432761969
-9840000.0,-66.0091904944994
-9820000.0,-66.0277226133867
-9800000.0,-66.0415090376696
-9780000.0,-65.9880711625111
-9760000.0,-65.98742063251667
-9740000.0,-66.00599184542145
-9720000.0,-66.01935593460058
-9700000.0,-65.97560168457181
-9680000.0,-65.95124555859952
-9660000.0,-65.96268004806062
-9640000.0,-66.02403419809919
-9620000.0,-65.9840801602956
-9600000.0,-66.01758769672725
-9580000.0,-65.97995016764607
-9560000.0,-65.9988845702883
-9540000.0,-65.98724189573909
-9520000.0,-65.98436136876435
-9500000.0,-66.02060075884913
-9480000.0,-66.02419202524692
-9460000.0,-66.02168054889378
-9440000.0,-65.97001167376264
-9420000.0,-65.96589919234262
-9400000.0,-66.01940686041148
-9380000.0,-66.01284900043527
-9360000.0,-66.03051458093199
-9340000.0,-66.01984608557062
-9320000.0,-65.98746816201145
-9300000.0,-65.99624840795558
-9280000.0,-66.00585030880826
-9260000.0,-66.03195142993144
-9240000.0,-66.01771162106334
-9220000.0,-66.01511496551852
-9200000.0,-66.01091675288296
-9180000.0,-66.0313231620698
-9160000.0,-65.99399064858079
-9140000.0,-65.98936054812032
-9120000.0,-66.01272072435239
-9100000.0,-66.0116961932939
-9080000.0,-66.02584506768787
-9060000.0,-66.00776885268034
-9040000.0,-65.99524969344253
-9020000.0,-65.9541497066073
-9000000.0,-65.84977237116097
-8980000.0,-65.96429105446941
-8960000.0,-66.02885075592523
-8940000.0,-65.99111340117676
-8920000.0,-65.97635883410358
-8900000.0,-65.97029530248152
-8880000.0,-65.9841689695065
-8860000.0,-65.97989847860222
-8840000.0,-65.98700475958307
-8820000.0,-65.98084904413697
-8800000.0,-65.99418879679094
-8780000.0,-65.98259699807987
-8760000.0,-65.945485352096
-8740000.0,-65.9736562956675
-8720000.0,-65.95883472143848
-8700000.0,-65.9999852588123
-8680000.0,-65.97925586783103
-8660000.0,-66.00728285299348
-8640000.0,-65.97821699839608
-8620000.0,-65.94178776469178
-8600000.0,-66.00508718359134
-8580000.0,-65.9773084408303
-8560000.0,-65.98311309270015
-8540000.0,-66.01282423735962
-8520000.0,-66.01339292333407
-8500000.0,-66.00070048375171
-8480000.0,-65.99722916499773
-8460000.0,-65.9706812334059
-8440000.0,-65.94655036234391
-8420000.0,-65.94604757175817
-8400000.0,-65.99206796819101
-8380000.0,-66.01627997481758
-8360000.0,-66.00353363768261
-8340000.0,-66.00137212484822
-8320000.0,-65.96247731727094
-8300000.0,-65.96896110271457
-8280000.0,-66.02651036377111
-8260000.0,-66.02652140216988
-8240000.0,-65.98934811395209
-8220000.0,-65.98825663757782
-8200000.0,-65.99108191081909
-8180000.0,-66.00802991104004
-8160000.0,-65.99915331604114
-8140000.0,-65.97054647258786
-8120000.0,-65.97891410944425
-8100000.0,-66.02197305744723
-8080000.0,-66.03561392333641
-8060000.0,-66.02518588601012
