Frequency (Hz),PSD (dBm)
-10000000.0,-65.717659252675
-9980000.0,-65.7874662181545
-9960000.0,-65.78455518153093
-9940000.0,-65.77456592783932
-9920000.0,-65.76345500217906
-9900000.0,-65.76917288750315
-9880000.0,-65.79321967978254
-9860000.0,-65.80132347215957
-9840000.0,-65.77337799442945
-9820000.0,-65.78745392652772
-9800000.0,-65.80182921056266
-9780000.0,-65.78183774398286
-9760000.0,-65.79964774326739
-9740000.0,-65.82922668054019
-9720000.0,-65.76043216177524
-9700000.0,-65.74510577666564
-9680000.0,-65.73557194696653
-9660000.0,-65.7302152286172
-9640000.0,-65.7359337143514
-9620000.0,-65.76285857550982
-9600000.0,-65.79799671926493
-9580000.0,-65.7800520795657
-9560000.0,-65.79973117885721
-9540000.0,-65.78204271630712
-9520000.0,-65.77118014873771
-9500000.0,-65.78103882277132
-9480000.0,-65.80938004164372
-9460000.0,-65.8503558183063
-9440000.0,-65.81824565263881
-9420000.0,-65.80644162474884
-9400000.0,-65.79200843133334
-9380000.0,-65.77208878480731
-9360000.0,-65.79028906820794
-9340000.0,-65.79992781570576
-9320000.0,-65.81370979915602
-9300000.0,-65.78119943807701
-9280000.0,-65.77244499045354
-9260000.0,-65.76832698897866
-9240000.0,-65.76930724615991
-9220000.0,-65.80086137941055
-9200000.0,-65.79270391938022
-9180000.0,-65.791237510697
-9160000.0,-65.81046455096575
-9140000.0,-65.81871179708554
-9120000.0,-65.82903076789934
-9100000.0,-65.83453407677199
-9080000.0,-65.79406846700482
-9060000.0,-65.76181548507788
-9040000.0,-65.76018149157845
-9020000.0,-65.80940188990886
-9000000.0,-65.81844134913715
-8980000.0,-65.82355359137979
-8960000.0,-65.7922032495384
-8940000.0,-65.7809061408971
-8920000.0,-65.74678518676627
-8900000.0,-65.76313786944002
-8880000.0,-65.78138798058066
-8860000.0,-65.77577281881642
-8840000.0,-65.80094412440073
-8820000.0,-65.81170830069534
-8800000.0,-65.72955237598187
-8780000.0,-65.7401554294959
-8760000.0,-65.75273408598329
-8740000.0,-65.79523613880193
-8720000.0,-65.75615588067794
-8700000.0,-65.74517784009166
-8680000.0,-65.76770498737343
-8660000.0,-65.79552474222959
-8640000.0,-65.81455046952867
-8620000.0,-65.82065183884015
-8600000.0,-65.83160768413052
-8580000.0,-65.808947188671
-8560000.0,-65.77923442561742
-8540000.0,-65.78630202987267
-8520000.0,-65.8040510999213
-8500000.0,-65.8048359527112
-8480000.0,-65.80609179390392
-8460000.0,-65.76911146252813
-8440000.0,-65.78023228138457
-8420000.0,-65.80008413322594
-8400000.0,-65.78149582121878
-8380000.0,-65.767780118896
-8360000.0,-65.80428848381476
-8340000.0,-65.7889291139745
-8320000.0,-65.78565054868415
-8300000.0,-65.78298801338379
-8280000.0,-65.81500571760543
-8260000.0,-65.76738497348164
-8240000.0,-65.7825652086787
-8220000.0,-65.79909014945044
-8200000.0,-65.80558871123313
-8180000.0,-65.82843413947751
-8160000.0,-65.82350649800249
-8140000.0,-65.7909195115599
-8120000.0,-65.77815618687552
-8100000.0,-65.78383015492498
-8080000.0,-65.81700044982281
-8060000.0,-65.81783455676313
-8040000.0,-65.79123434131445
-8020000.0,-65.80110640415387
-8000000.0,-65.79204003099822
-7980000.0,-65.78476013406895
-7960000.0,-65.78082613586427
-7940000.0,-65.78268809131818
-7920000.0,-65.79971533973807
-7900000.0,-65.7915302670516
-7880000.0,-65.79622111321524
-7860000.0,-65.80514187435439
-7840000.0,-65.77260915194658
-7820000.0,-65.77343433522324
-7800000.0,-65.77553067275224
-7780000.0,-65.78433551603348
-7760000.0,-65.78496201136949
-7740000.0,-65.77958186822691
-7720000.0,-65.77083996151528
-7700000.0,-65.75603582564301
-7680000.0,-65.80755731026446
-7660000.0,-65.8064727271059
-7640000.0,-65.81468665517752
-7620000.0,-65.80575523668016
-7600000.0,-65.79757059050186
-7580000.0,-65.82490912522655
-7560000.0,-65.84325371567454
-7540000.0,-65.81174917184515
-7520000.0,-65.78807803464723
-7500000.0,-65.7826474042553
-7480000.0,-65.7952081035995
-7460000.0,-65.83918764210465
-7440000.0,-65.80165473672365
-7420000.0,-65.77938516265702
-7400000.0,-65.79413931327154
-7380000.0,-65.78618907164577
-7360000.0,-65.78861406397843
-7340000.0,-65.79534123798693
-7320000.0,-65.80688323110331
-7300000.0,-65.79356152728299
-7280000.0,-65.78264099950891
-7260000.0,-65.78210740623841
-7240000.0,-65.77234565630171
-7220000.0,-65.81265108010523
-7200000.0,-65.8210987144844
-7180000.0,-65.85331668618367
-7160000.0,-65.81814023060039
-7140000.0,-65.80234409746022
-7120000.0,-65.8083356388128
-7100000.0,-65.80711074010564
-7080000.0,-65.82996036179298
-7060000.0,-65.85293157355048
-7040000.0,-65.87296333422867
-7020000.0,-65.79868245363323
-7000000.0,-65.75534695840074
-6980000.0,-65.82545137191723
-6960000.0,-65.86991859403025
-6940000.0,-65.83696409171971
-6920000.0,-65.80994605101395
-6900000.0,-65.81872764277168
-6880000.0,-65.81978731566917
-6860000.0,-65.85079881876284
-6840000.0,-65.85033866876827
-6820000.0,-65.82460969075694
-6800000.0,-65.78598787520392
-6780000.0,-65.78713970684487
-6760000.0,-65.80371865869604
-6740000.0,-65.79760979555941
-6720000.0,-65.79302182774369
-6700000.0,-65.80346697534085
-6680000.0,-65.77558256251756
-6660000.0,-65.78410105356225
-6640000.0,-65.78456422095431
-6620000.0,-65.7902718653001
-6600000.0,-65.78471977753817
-6580000.0,-65.76181197592085
-6560000.0,-65.77835058989595
-6540000.0,-65.82013444743367
-6520000.0,-65.82310012378714
-6500000.0,-65.83090249783349
-6480000.0,-65.82539083313445
-6460000.0,-65.80362426257327
-6440000.0,-65.78118802247991
-6420000.0,-65.79281053523405
-6400000.0,-65.76518343219746
-6380000.0,-65.76755080645633
-6360000.0,-65.79233119580338
-6340000.0,-65.82552548896045
-6320000.0,-65.8170668963408
-6300000.0,-65.80778246205745
-6280000.0,-65.7863956830902
-6260000.0,-65.8031769842648
-6240000.0,-65.80526870407654
-6220000.0,-65.82220643725775
-6200000.0,-65.81189282679652
-6180000.0,-65.79085371990874
-6160000.0,-65.79124891445589
-6140000.0,-65.7769890497166
-6120000.0,-65.77401060064857
-6100000.0,-65.80181799755108
-6080000.0,-65.79525837824114
-6060000.0,-65.78967910939548
-6040000.0,-65.83576863542808
-6020000.0,-65.83938478921094
-6000000.0,-65.8219632309762
-5980000.0,-65.82374352853157
-5960000.0,-65.82273142890804
-5940000.0,-65.78769448642946
-5920000.0,-65.80184468957518
-5900000.0,-65.86477315940246
-5880000.0,-65.88651978948967
-5860000.0,-65.81522276542857
-5840000.0,-65.838413501589
-5820000.0,-65.86099576263618
-5800000.0,-65.82673215088205
-5780000.0,-65.82986002869382
-5760000.0,-65.82552351356986
-5740000.0,-65.83863096011993
-5720000.0,-65.82708365384255
-5700000.0,-65.84267712549985
-5680000.0,-65.87859466970507
-5660000.0,-65.84680177471421
-5640000.0,-65.82046775168062
-5620000.0,-65.82735125728402
-5600000.0,-65.83542152375396
-5580000.0,-65.80808251445474
-5560000.0,-65.81772680361296
-5540000.0,-65.84953217017231
-5520000.0,-65.83901160992663
-5500000.0,-65.85498138809113
-5480000.0,-65.83736166022251
-5460000.0,-65.82185293142003
-5440000.0,-65.87706595587738
-5420000.0,-65.84083364871712
-5400000.0,-65.8892466275667
