Frequency (Hz),PSD (dBm)
-10000000.0,-65.85091607086355
-9980000.0,-65.93340284537129
-9960000.0,-65.91941294713891
-9940000.0,-65.88164871024762
-9920000.0,-65.91358833756983
-9900000.0,-65.91584630740894
-9880000.0,-65.93643771267533
-9860000.0,-65.90961833103508
-9840000.0,-65.87766750742684
-9820000.0,-65.89562660089888
-9800000.0,-65.92495545394202
-9780000.0,-65.9348908602641
-9760000.0,-65.92091192433733
-9740000.0,-65.89827048096411
-9720000.0,-65.89393740438022
-9700000.0,-65.93457582577564
-9680000.0,-65.95031536805817
-9660000.0,-65.93593586076759
-9640000.0,-65.95318451974899
-9620000.0,-65.91827314395357
-9600000.0,-65.93311829123056
-9580000.0,-65.93604102792851
-9560000.0,-65.93206792686998
-9540000.0,-65.91832041623852
-9520000.0,-65.90298672571662
-9500000.0,-65.92563197058591
-9480000.0,-65.934169626466
-9460000.0,-65.92411366206865
-9440000.0,-65.92868006411871
-9420000.0,-65.93925825052396
-9400000.0,-65.89469380748277
-9380000.0,-65.9127907623785
-9360000.0,-65.93846368756543
-9340000.0,-65.90973296323308
-9320000.0,-65.86607372037095
-9300000.0,-65.9044798833945
-9280000.0,-65.92828967405288
-9260000.0,-65.88794782869985
-9240000.0,-65.8718224588757
-9220000.0,-65.91717508776989
-9200000.0,-65.91096108172623
-9180000.0,-65.88344705315596
-9160000.0,-65.89920299398612
-9140000.0,-65.93746913130028
-9120000.0,-65.92614017493983
-9100000.0,-65.91447869411101
-9080000.0,-65.89010749862427
-9060000.0,-65.94085404339907
-9040000.0,-65.92666480893216
-9020000.0,-65.90415690953844
-9000000.0,-65.86869468829427
-8980000.0,-65.87567710250867
-8960000.0,-65.89570802783157
-8940000.0,-65.88774561002852
-8920000.0,-65.90549310098508
-8900000.0,-65.907686049997
-8880000.0,-65.89588624683
-8860000.0,-65.90458136273618
-8840000.0,-65.87498695212075
-8820000.0,-65.8820094167952
-8800000.0,-65.90015730702493
-8780000.0,-65.91006560224167
-8760000.0,-65.90956055884095
-8740000.0,-65.89059024546694
-8720000.0,-65.90158970120541
-8700000.0,-65.90823932770715
-8680000.0,-65.90415135979187
-8660000.0,-65.89327512901482
-8640000.0,-65.86856799594963
-8620000.0,-65.89007347123727
-8600000.0,-65.89680164113264
-8580000.0,-65.90897011959166
-8560000.0,-65.91063495423653
-8540000.0,-65.88459704427811
-8520000.0,-65.87518337039418
-8500000.0,-65.86305169456551
-8480000.0,-65.87710522608604
-8460000.0,-65.92290832808985
-8440000.0,-65.88741435239159
-8420000.0,-65.87615188928982
-8400000.0,-65.87283558046514
-8380000.0,-65.88716734263211
-8360000.0,-65.93501078161667
-8340000.0,-65.8967391108453
-8320000.0,-65.89130028803804
-8300000.0,-65.94554480999133
-8280000.0,-65.91282268838916
-8260000.0,-65.90066023732243
-8240000.0,-65.87671106906909
-8220000.0,-65.90833454463181
-8200000.0,-65.91227642519134
-8180000.0,-65.89969490400532
-8160000.0,-65.88031036208655
-8140000.0,-65.8859522586843
-8120000.0,-65.91064552221654
-8100000.0,-65.887479359127
-8080000.0,-65.90273023934948
-8060000.0,-65.8665319916908
-8040000.0,-65.85593762718729
-8020000.0,-65.84139335056346
-8000000.0,-65.77006992654286
-7980000.0,-65.93528170924196
-7960000.0,-65.94256821015632
-7940000.0,-65.88444757650225
-7920000.0,-65.93455377108181
-7900000.0,-65.92127480268684
-7880000.0,-65.87045045754316
-7860000.0,-65.86612850247764
-7840000.0,-65.89010624141741
-7820000.0,-65.88376876220518
-7800000.0,-65.90606114767871
-7780000.0,-65.91831850876139
-7760000.0,-65.9210210272648
-7740000.0,-65.94796651183995
-7720000.0,-65.93091719896182
-7700000.0,-65.8862578917124
-7680000.0,-65.89638519070051
-7660000.0,-65.91061717784268
-7640000.0,-65.89585378551261
-7620000.0,-65.92588450734011
-7600000.0,-65.91242685438593
-7580000.0,-65.89826170680887
-7560000.0,-65.87653566667329
-7540000.0,-65.89296131873975
-7520000.0,-65.87233978570804
-7500000.0,-65.91133783527079
-7480000.0,-65.88522068188526
-7460000.0,-65.89057650783683
-7440000.0,-65.93412944946883
-7420000.0,-65.95101064181362
-7400000.0,-65.94817982625874
-7380000.0,-65.87777490549618
-7360000.0,-65.87540862057175
-7340000.0,-65.89448968262545
-7320000.0,-65.91792858480619
-7300000.0,-65.9223892354539
-7280000.0,-65.8959485869358
-7260000.0,-65.91560985263406
-7240000.0,-65.9163059655394
-7220000.0,-65.91319186742355
-7200000.0,-65.91046010116939
-7180000.0,-65.92530241147335
-7160000.0,-65.92915187876534
-7140000.0,-65.92996722888793
-7120000.0,-65.93217527564735
-7100000.0,-65.93881511083002
-7080000.0,-65.93432329961493
-7060000.0,-65.90219894979218
-7040000.0,-65.91435454872342
-7020000.0,-65.92078514291072
-7000000.0,-65.90390713771077
-6980000.0,-65.92258080166832
-6960000.0,-65.97014149059702
-6940000.0,-65.94822333985309
-6920000.0,-65.9129518931577
-6900000.0,-65.92767524430829
-6880000.0,-65.9248569181135
-6860000.0,-65.88037670207017
-6840000.0,-65.9424563790947
-6820000.0,-65.96549931546681
-6800000.0,-65.95414373503218
-6780000.0,-65.9464384547181
-6760000.0,-65.94646208435398
-6740000.0,-65.90955367790623
-6720000.0,-65.88720663431229
-6700000.0,-65.88006988919776
-6680000.0,-65.87407415016078
-6660000.0,-65.88839971305595
-6640000.0,-65.90074930217601
-6620000.0,-65.88141561300942
-6600000.0,-65.87026092737021
-6580000.0,-65.92268028939057
-6560000.0,-65.9429731088408
-6540000.0,-65.92609577208053
-6520000.0,-65.91310143985115
-6500000.0,-65.91383680412372
-6480000.0,-65.92375005643025
-6460000.0,-65.93940076673863
-6440000.0,-65.91174392121334
-6420000.0,-65.8881439345242
-6400000.0,-65.89474202420543
-6380000.0,-65.93394218958599
-6360000.0,-65.93742158121066
-6340000.0,-65.93716474082359
-6320000.0,-65.9123999475448
-6300000.0,-65.90533112666814
-6280000.0,-65.91591728986741
-6260000.0,-65.9329838883217
-6240000.0,-65.92928180503839
-6220000.0,-65.94645818441465
-6200000.0,-65.91668462335875
-6180000.0,-65.9487421808522
-6160000.0,-65.96404705805222
-6140000.0,-65.92297264038534
-6120000.0,-65.91410959344864
-6100000.0,-65.87929759967206
-6080000.0,-65.89585323044366
-6060000.0,-65.92569460280106
-6040000.0,-65.91209959962617
-6020000.0,-65.708998801077
-6000000.0,-65.2097801520224
-5980000.0,-65.70791165091258
-5960000.0,-65.9067811946073
-5940000.0,-65.93221644624093
-5920000.0,-65.94366127469323
-5900000.0,-65.97164044797486
-5880000.0,-65.95982730919192
-5860000.0,-65.92389546668599
-5840000.0,-65.93819154952143
-5820000.0,-65.9318876872768
-5800000.0,-65.95508663427006
-5780000.0,-65.94404313312711
-5760000.0,-65.96288976659147
-5740000.0,-65.99821682762499
-5720000.0,-65.97884162701853
-5700000.0,-65.98223018844169
-5680000.0,-65.96747069324243
-5660000.0,-65.93781550980948
-5640000.0,-65.92997322415161
-5620000.0,-65.96978320630322
-5600000.0,-65.96830565462818
-5580000.0,-65.95367965301708
-5560000.0,-65.93699049126909
-5540000.0,-65.95002780753067
-5520000.0,-65.96422191778626
-5500000.0,-65.94491912958253
-5480000.0,-65.95681254122991
-5460000.0,-65.96803544725292
-5440000.0,-65.95034937975834
-5420000.0,-65.97757015408396
-5400000.0,-65.98717956306253
-5380000.0,-65.96366454749838
-5360000.0,-65.94488540476817
-5340000.0,-65.93622034693726
-5320000.0,-65.93767774502338
-5300000.0,-65.93469695623321
-5280000.0,-65.94470080805694
-5260000.0,-65.96118509970191
-5240000.0,-65.97907343104025
-5220000.0,-65.99293317668999
-5200000.0,-66.00423762122314
-5180000.0,-65.98251356388285
-5160000.0,-65.97443412714381
-5140000.0,-65.97067193101745
-5120000.0,-65.95451167566661
-5100000.0,-65.964156661655
-5080000.0,-65.96885766390221
-5060000.0,-65.95600020432681
-5040000.0,-65.94223919061255
-5020000.0,-65.95422266164833
-5000000.0,-65.96285547397608
-4980000.0,-65.9609025926874
-4960000.0,-65.94658276113829
-4940000.0,-65.96203896633314
-4920000.0,-65.99197786655789
-4900000.0,-65.96670792243563
-4880000.0,-65.9422597585303
-4860000.0,-65.95156645114534
-4840000.0,-65.95757717305464
-4820000.0,-65.96747508656458
-4800000.0,-65.96891728343643
-4780000.0,-65.9729085510237
-4760000.0,-65.94664551613712
-4740000.0,-65.99819395754857
-4720000.0,-65.99012255678113
-4700000.0,-65.97380754932945
-4680000.0,-65.98517032573584
-4660000.0,-65.98535993294934
-4640000.0,-65.9529163085367
-4620000.0,-65.99000926701768
-4600000.0,-66.00048815210626
-4580000.0,-65.99384679030388
-4560000.0,-66.03437866879814
-4540000.0,-66.02106299985888
-4520000.0,-66.01556849928284
-4500000.0,-65.98522254981262
-4480000.0,-65.97915413581717
-4460000.0,-66.00689323602889
-4440000.0,-66.00975641654274
-4420000.0,-65.9814727945689
-4400000.0,-65.99821425755691
-4380000.0,-66.01126843534031
-4360000.0,-66.0093024966739
-4340000.0,-66.01589461011775
-4320000.0,-66.01836497204184
-4300000.0,-65.99921969605936
-4280000.0,-65.98571334425304
-4260000.0,-65.98169619923563
-4240000.0,-65.9571811636299
-4220000.0,-65.93325968652165
-4200000.0,-65.99232098515611
-4180000.0,-66.03279413588541
-4160000.0,-65.9907714585821
-4140000.0,-65.94809586864994
-4120000.0,-65.93838591244452
-4100000.0,-65.97734939014111
-4080000.0,-65.98112847290996
-4060000.0,-65.99115069536896
-4040000.0,-65.9791557287635
-4020000.0,-65.93393276566823
-4000000.0,-65.8638325181903
-3980000.0,-65.9792653164214
-3960000.0,-66.00534210506359
-3940000.0,-65.99135070944828
-3920000.0,-65.98825014841523
-3900000.0,-66.02359954764601
-3880000.0,-66.02055960051305
-3860000.0,-66.01066155450866
-3840000.0,-65.9699522825266
-3820000.0,-65.9816039635023
-3800000.0,-65.97953976076195
-3780000.0,-65.97647013836841
-3760000.0,-66.00857774415262
-3740000.0,-65.99230064190274
-3720000.0,-66.01170363800053
-3700000.0,-66.02832683898276
-3680000.0,-66.03516476524327
-3660000.0,-65.99993417063489
-3640000.0,-66.01178557683879
-3620000.0,-66.01730409523618
-3600000.0,-65.98777844218256
-3580000.0,-65.9932294435514
-3560000.0,-66.03672560195474
-3540000.0,-66.00593834485366
-3520000.0,-66.01038287645717
-3500000.0,-65.99865249013524
-3480000.0,-66.00309151185164
-3460000.0,-65.9966890827327
-3440000.0,-65.9821236355548
-3420000.0,-65.99577915360663
-3400000.0,-65.95188834606394
-3380000.0,-65.99374863578936
-3360000.0,-66.00465660391922
-3340000.0,-65.96904188631959
-3320000.0,-66.0078432871278
-3300000.0,-65.98330426605102
-3280000.0,-65.99705881714053
-3260000.0,-66.03371129182815
-3240000.0,-65.96589495250736
-3220000.0,-66.00561217851312
-3200000.0,-65.97580922656729
-3180000.0,-65.97004928316935
-3160000.0,-66.02213948571473
-3140000.0,-65.99347886928187
-3120000.0,-65.97080554125164
-3100000.0,-65.99993863317897
-3080000.0,-66.01754207066537
-3060000.0,-66.00047368293626
-3040000.0,-66.02760119787229
-3020000.0,-65.99697220905789
-3000000.0,-66.00659674214975
-2980000.0,-66.03606773320153
-2960000.0,-66.06547639593185
-2940000.0,-66.02692664945052
-2920000.0,-66.02792221046177
-2900000.0,-66.0543987623081
-2880000.0,-66.01434301177864
-2860000.0,-66.00433231361441
-2840000.0,-66.01198387986521
-2820000.0,-66.00237713232433
-2800000.0,-65.99192746518526
-2780000.0,-66.00452397755805
-2760000.0,-65.99263048003608
-2740000.0,-66.01694728329485
-2720000.0,-66.0057656992654
-2700000.0,-65.99444790782537
-2680000.0,-65.99162251674454
-2660000.0,-66.0032203828943
-2640000.0,-66.0262369314346
-2620000.0,-66.03373186965342
-2600000.0,-65.99297864414682
-2580000.0,-65.95891622057353
-2560000.0,-65.98081245703804
-2540000.0,-65.97956251621372
-2520000.0,-65.98201563953447
-2500000.0,-66.01578133942783
-2480000.0,-65.9839494124249
-2460000.0,-65.9677852346182
-2440000.0,-66.0223954599655
-2420000.0,-66.0432786956064
-2400000.0,-66.02818333153999
-2380000.0,-66.02918956105276
-2360000.0,-66.01321908221732
-2340000.0,-66.0419172170152
-2320000.0,-66.01695088429304
-2300000.0,-66.01504644503059
-2280000.0,-66.03662557117504
-2260000.0,-66.02817176576016
-2240000.0,-65.99538772991501
-2220000.0,-65.99844154897005
-2200000.0,-66.0092617880527
-2180000.0,-66.03579315036909
-2160000.0,-66.00384445560366
-2140000.0,-66.02851074574205
-2120000.0,-66.040449502182
-2100000.0,-66.04951251712225
-2080000.0,-66.0684106831471
-2060000.0,-66.04283894073815
-2040000.0,-66.02056068215113
-2020000.0,-66.03411395253372
-2000000.0,-65.99622251453812
-1980000.0,-66.03261108184748
-1960000.0,-66.02035216295207
-1940000.0,-66.03449419400035
-1920000.0,-66.05353302180512
-1900000.0,-66.0315092416593
-1880000.0,-66.01929738098767
-1860000.0,-66.04983024163404
-1840000.0,-66.0666621698879
-1820000.0,-66.06257224199257
-1800000.0,-66.07008568364844
-1780000.0,-66.05990906686232
-1760000.0,-66.0673084357481
-1740000.0,-66.06808050200029
-1720000.0,-66.04601913879344
-1700000.0,-66.05999090236517
-1680000.0,-66.07631347412482
-1660000.0,-66.07343776875113
-1640000.0,-66.04229180674606
-1620000.0,-66.06856643340133
-1600000.0,-66.04082000309054
-1580000.0,-66.03444132917954
-1560000.0,-66.03499219095606
-1540000.0,-66.02309186434118
-1520000.0,-66.01685955848052
-1500000.0,-66.02289612950567
-1480000.0,-66.02693112944262
-1460000.0,-66.02488061947999
-1440000.0,-66.01738204289063
-1420000.0,-66.04628948614787
-1400000.0,-66.07760892205269
-1380000.0,-66.0951642798574
-1360000.0,-66.06699473162062
-1340000.0,-66.03389496033935
-1320000.0,-66.03027369948413
-1300000.0,-66.02026344421793
-1280000.0,-66.062028503934
-1260000.0,-66.03507122650461
-1240000.0,-66.00105714916596
-1220000.0,-66.07401640368317
-1200000.0,-66.05907009569924
-1180000.0,-66.03757572504259
-1160000.0,-66.01728318887476
-1140000.0,-66.03192238378222
-1120000.0,-66.05157439250546
-1100000.0,-66.02359099891058
-1080000.0,-66.02232293873402
-1060000.0,-66.03271734775875
-1040000.0,-65.99819101089057
-1020000.0,-65.99593207916263
-1000000.0,-66.00763262601436
-980000.0,-66.01365863114037
-960000.0,-66.02307863211142
-940000.0,-66.03213974803438
-920000.0,-66.0492325856941
-900000.0,-66.05117005570169
-880000.0,-66.02618126649062
-860000.0,-66.02343377033668
-840000.0,-66.03449437963874
-820000.0,-66.04990117514792
-800000.0,-66.02908858516221
-780000.0,-66.01051075909724
-760000.0,-66.03745178880169
-740000.0,-66.05011699021985
-720000.0,-66.0504377642445
-700000.0,-66.05000600705705
-680000.0,-66.06566000414472
-660000.0,-66.02548936816221
-640000.0,-66.01547692944719
-620000.0,-66.02326959936971
-600000.0,-66.05205559131404
-580000.0,-66.03816680188649
-560000.0,-65.99380031810098
-540000.0,-66.00364968496437
-520000.0,-65.9934578640835
-500000.0,-65.99666009161899
-480000.0,-65.99569016673567
-460000.0,-65.9620016423413
-440000.0,-66.00034725630961
-420000.0,-65.99962727839593
-400000.0,-65.9974868343434
-380000.0,-66.03155791429724
-360000.0,-65.98264359136154
-340000.0,-65.94835892977535
-320000.0,-65.92647695029383
-300000.0,-65.95004462721295
-280000.0,-65.94545832120487
-260000.0,-65.93567891048686
-240000.0,-65.95900761317567
-220000.0,-65.93953961016119
-200000.0,-65.90996067828033
-180000.0,-65.87959124348194
-160000.0,-65.84839448723997
-140000.0,-65.81950550608073
-120000.0,-65.78118195609633
-100000.0,-65.75295166872326
-80000.0,-65.70098373608711
-60000.0,-65.50766681927075
-40000.0,-65.22670570004661
-20000.0,-65.59085366551032
0.0,-69.6171919420385
20000.0,-65.57069822898146
40000.0,-65.24310388982224
60000.0,-65.52423597775503
80000.0,-65.65629772554803
100000.0,-65.7433800790839
120000.0,-65.79726712830681
140000.0,-65.82648929065198
160000.0,-65.84598392104265
180000.0,-65.84906066220243
200000.0,-65.86016708242987
220000.0,-65.90242515819182
240000.0,-65.94813524723308
260000.0,-65.97255870145555
280000.0,-65.92568854526509
300000.0,-65.93225791859238
320000.0,-65.95710191453092
340000.0,-65.95227347137002
360000.0,-65.96809738724853
380000.0,-65.97843820281788
400000.0,-65.9765884508317
420000.0,-65.97457164262913
440000.0,-65.98942215217247
460000.0,-65.975976858346
480000.0,-66.0300947499331
500000.0,-66.00946639758605
520000.0,-66.01410509071506
540000.0,-66.0080098557657
560000.0,-65.98710840440765
580000.0,-65.99596273534655
600000.0,-66.02395355326861
620000.0,-66.04378721296874
640000.0,-66.0215703878063
660000.0,-65.98502896531939
680000.0,-66.04825241978942
700000.0,-66.05993212608149
720000.0,-65.98935835017413
740000.0,-66.01116714544254
760000.0,-66.03683328021145
780000.0,-66.03724661492474
800000.0,-66.03410818891295
820000.0,-66.081746565625
840000.0,-66.05660538969684
860000.0,-66.04987083120578
880000.0,-66.05005501007824
900000.0,-66.02805971153971
920000.0,-66.03226586638786
940000.0,-66.00792475122566
960000.0,-65.94936762998708
980000.0,-66.0004873073648
1000000.0,-66.01738762727226
1020000.0,-66.01210818836881
1040000.0,-66.00415896232106
1060000.0,-66.02444179802802
1080000.0,-66.01888747904366
1100000.0,-65.99685601805558
1120000.0,-66.0271807595004
1140000.0,-66.05632021067069
1160000.0,-66.05052094390813
1180000.0,-66.02595717503591
1200000.0,-66.03913953204056
1220000.0,-66.05491120025168
1240000.0,-66.03771192455079
1260000.0,-66.04252987736922
1280000.0,-66.01919450722978
1300000.0,-66.03596956532884
1320000.0,-66.04924062168568
1340000.0,-66.05387874870561
1360000.0,-66.06796960106877
1380000.0,-66.06122072589757
1400000.0,-66.04403782749053
1420000.0,-66.04908224304297
1440000.0,-66.05900328478405
1460000.0,-66.03750739242466
1480000.0,-66.02121815819427
1500000.0,-66.00273465829312
1520000.0,-66.04172723512568
1540000.0,-66.04804711454504
1560000.0,-66.01655010621685
1580000.0,-66.0366348529758
1600000.0,-66.05142962716818
1620000.0,-66.07835169129417
1640000.0,-66.04854367825189
1660000.0,-66.03589676113914
1680000.0,-66.03059620969869
1700000.0,-66.04949358893998
1720000.0,-66.06701171702524
1740000.0,-66.0552648114902
1760000.0,-66.0710884902122
1780000.0,-66.05334248257746
1800000.0,-66.06269172771027
1820000.0,-66.05029374350623
1840000.0,-66.03581403182804
1860000.0,-66.05881101560009
1880000.0,-66.05413278034754
1900000.0,-66.01601224694119
1920000.0,-66.01971772029357
1940000.0,-66.0394720963643
1960000.0,-66.03744488018759
1980000.0,-66.0178282117775
2000000.0,-65.95311523883646
2020000.0,-66.0049545612047
2040000.0,-66.02359493274201
2060000.0,-66.00850653859335
2080000.0,-66.01283387448038
2100000.0,-66.0187326863271
2120000.0,-66.02040819276958
2140000.0,-66.03050274800412
2160000.0,-66.03269316007227
2180000.0,-65.9848571805285
2200000.0,-66.00067000211594
2220000.0,-66.01632810209458
2240000.0,-66.03304718028917
2260000.0,-66.04113586574306
2280000.0,-66.02331994816049
2300000.0,-66.01066891066667
2320000.0,-66.02359751004481
2340000.0,-66.0566897877775
2360000.0,-66.0313039151421
2380000.0,-66.01247717738764
2400000.0,-65.99411781458633
2420000.0,-65.98020537801814
2440000.0,-65.9779743591036
2460000.0,-66.0097293221463
2480000.0,-66.02022106250135
2500000.0,-65.99015331255809
2520000.0,-66.01134510929444
2540000.0,-66.04412309141597
2560000.0,-66.08009964106743
2580000.0,-66.02914844426442
2600000.0,-66.01679276501721
2620000.0,-66.03647684911877
2640000.0,-66.05149543851157
2660000.0,-66.03017714832842
2680000.0,-66.03013743081345
2700000.0,-65.99989456652493
2720000.0,-66.00723552768696
2740000.0,-66.02090643859955
2760000.0,-66.04797483860685
2780000.0,-66.0211843455773
2800000.0,-65.99738501247165
2820000.0,-66.0059396184848
2840000.0,-66.03020180365858
2860000.0,-66.0148176728273
2880000.0,-66.00801746135761
2900000.0,-66.02080831747014
2920000.0,-66.01823717796988
2940000.0,-66.0151712527823
2960000.0,-66.0067961236828
2980000.0,-66.011997405074
3000000.0,-65.98223531299197
3020000.0,-66.02071286774289
3040000.0,-66.02435060710303
3060000.0,-66.01807460792655
3080000.0,-66.05785502199949
3100000.0,-66.04265206289216
3120000.0,-66.03838234595965
3140000.0,-65.99546424168138
3160000.0,-66.02259465644221
3180000.0,-66.04124229370674
3200000.0,-66.01300960097483
3220000.0,-65.99363799083216
3240000.0,-66.00420515856116
3260000.0,-66.01084720409358
3280000.0,-65.99501701940626
3300000.0,-65.99561092736687
3320000.0,-65.99933469537379
3340000.0,-66.00902420026972
3360000.0,-66.00214656889614
3380000.0,-65.99297210110852
3400000.0,-66.02227998928316
3420000.0,-66.01338046281529
3440000.0,-66.01944008872397
3460000.0,-66.0129792080916
3480000.0,-66.01956270068241
3500000.0,-66.00213259457166
3520000.0,-66.01775764106594
3540000.0,-66.01478887861052
3560000.0,-65.97434832187238
3580000.0,-65.93850580519535
3600000.0,-66.00228540179937
3620000.0,-65.98493617377117
3640000.0,-65.98612920116783
3660000.0,-65.99314917242205
3680000.0,-66.02251904577871
3700000.0,-66.00093929714848
3720000.0,-66.02334452617272
3740000.0,-66.02185616846104
3760000.0,-65.99169068087564
3780000.0,-65.95588021858472
3800000.0,-65.99154357047205
3820000.0,-65.97968969457752
3840000.0,-65.96269203720357
3860000.0,-65.9869868582953
3880000.0,-66.0191548168685
3900000.0,-66.01433106110919
3920000.0,-65.98989738201512
3940000.0,-66.01207386352284
3960000.0,-66.01391510330573
3980000.0,-65.98501668897305
4000000.0,-65.97444198302108
4020000.0,-65.97455082566125
4040000.0,-65.98363129853814
4060000.0,-65.95869313356707
4080000.0,-65.97843630451598
4100000.0,-65.9748674409594
4120000.0,-65.98643125350489
4140000.0,-66.01820808834633
4160000.0,-65.99448453190611
4180000.0,-65.99049011461902
4200000.0,-66.01074986643904
4220000.0,-65.98069080307957
4240000.0,-65.96178469172801
4260000.0,-65.9638027889252
4280000.0,-66.01391245365956
4300000.0,-66.02401261763555
4320000.0,-66.03279595343237
4340000.0,-65.96910190873416
4360000.0,-65.95223483040648
4380000.0,-65.96921718807208
4400000.0,-66.0092627771682
4420000.0,-65.99617128435291
4440000.0,-66.0033469558171
4460000.0,-65.98139851802902
4480000.0,-65.9862807495544
4500000.0,-66.0096832980011
4520000.0,-65.97850142467254
4540000.0,-65.97447527031449
4560000.0,-65.98647349060167
4580000.0,-65.97226950501556
4600000.0,-65.96644460383389
4620000.0,-65.97223201840852
4640000.0,-65.97592999212289
4660000.0,-65.9608251334979
4680000.0,-65.98302452855381
4700000.0,-66.00554259291492
4720000.0,-66.01037314266874
4740000.0,-65.97701625483111
4760000.0,-65.93886991695739
4780000.0,-65.95831192652048
4800000.0,-65.9675250471933
4820000.0,-65.96475387056807
4840000.0,-65.9851288048088
4860000.0,-65.95921654478227
4880000.0,-65.95521286624539
4900000.0,-65.97168403492346
4920000.0,-65.97568623237021
4940000.0,-65.96327358639299
4960000.0,-65.93694482937488
4980000.0,-65.9595993486782
5000000.0,-65.89140218808778
5020000.0,-65.92118524696349
5040000.0,-65.93119805997085
5060000.0,-65.92128699456401
5080000.0,-65.98235284894054
5100000.0,-66.00687512396654
5120000.0,-65.95333645702877
5140000.0,-65.91976056081934
5160000.0,-65.96039336122753
5180000.0,-65.94653424741432
5200000.0,-65.91836608557637
5220000.0,-65.94336546887517
5240000.0,-65.96662445368852
5260000.0,-65.95753017447738
5280000.0,-65.95767777338104
5300000.0,-65.94937770091803
5320000.0,-65.94649434751484
5340000.0,-65.968473560114
5360000.0,-65.95748200514441
5380000.0,-65.99990114270048
5400000.0,-65.95581156674979
5420000.0,-65.94404213599083
5440000.0,-65.95225616396519
5460000.0,-65.96738047819558
5480000.0,-65.95794538768173
5500000.0,-65.93874627882369
5520000.0,-65.93104378568687
5540000.0,-65.99522672252436
5560000.0,-66.01044695719354
5580000.0,-65.96599836693865
5600000.0,-65.97045763345808
5620000.0,-65.93901022113683
5640000.0,-65.9658902180834
5660000.0,-65.97260527289666
5680000.0,-65.98264995462392
5700000.0,-65.95249340030746
5720000.0,-65.9168040003278
5740000.0,-65.94250795022118
5760000.0,-65.96883283171265
5780000.0,-65.97914466305463
5800000.0,-65.95027890059677
5820000.0,-65.92625061649501
5840000.0,-65.96389907109709
5860000.0,-65.97922235445382
5880000.0,-65.96776776418757
5900000.0,-65.91416261727497
5920000.0,-65.87964286462794
5940000.0,-65.88464841087041
5960000.0,-65.87861476677634
5980000.0,-60.39823993731271
6000000.0,-55.44567675036984
6020000.0,-60.43883277632346
6040000.0,-65.89798017014495
