Frequency (Hz),PSD (dBm)
-10000000.0,-66.04034637208204
-9980000.0,-66.04017097124188
-9960000.0,-66.01761158814168
-9940000.0,-66.02086319679896
-9920000.0,-66.02116722065377
-9900000.0,-66.03645920993118
-9880000.0,-66.02743405488991
-9860000.0,-66.04425046319693
-9840000.0,-66.05243303912519
-9820000.0,-66.07371952333982
-9800000.0,-66.07268476107706
-9780000.0,-66.03215656450155
-9760000.0,-66.04147668819373
-9740000.0,-66.06033468501691
-9720000.0,-66.03225285359753
-9700000.0,-66.04598697126409
-9680000.0,-66.07158685868157
-9660000.0,-66.07902576344065
-9640000.0,-66.03693876869917
-9620000.0,-66.03815877455735
-9600000.0,-66.05180353192851
-9580000.0,-65.99755254463874
-9560000.0,-66.02167491820548
-9540000.0,-66.01719707223323
-9520000.0,-66.02503008780653
-9500000.0,-66.03599180514327
-9480000.0,-66.03090122056767
-9460000.0,-66.0406686653731
-9440000.0,-66.05736897418598
-9420000.0,-66.07449866233905
-9400000.0,-66.04661026734722
-9380000.0,-66.02466534200578
-9360000.0,-66.02777837988774
-9340000.0,-66.02109613784292
-9320000.0,-65.98635443824175
-9300000.0,-66.00748164539263
-9280000.0,-66.00993566978255
-9260000.0,-66.04864512059527
-9240000.0,-66.01433552885555
-9220000.0,-65.99443544641457
-9200000.0,-66.0338562944984
-9180000.0,-66.04060222758493
-9160000.0,-66.0486259450863
-9140000.0,-66.03965986054601
-9120000.0,-66.04251792323142
-9100000.0,-66.03727333804085
-9080000.0,-66.01658921224077
-9060000.0,-66.00699802888474
-9040000.0,-66.03703385475268
-9020000.0,-66.01226842236164
-9000000.0,-66.0149129345794
-8980000.0,-66.01091483895738
-8960000.0,-65.9952057802282
-8940000.0,-66.01861162392437
-8920000.0,-65.96800892650991
-8900000.0,-66.00636315355837
-8880000.0,-66.04391783587965
-8860000.0,-66.03750546576481
-8840000.0,-66.017086354553
-8820000.0,-66.06541890513
-8800000.0,-66.04868152858457
-8780000.0,-66.04451166837757
-8760000.0,-66.02499273859104
-8740000.0,-66.03325134022475
-8720000.0,-66.05862571920248
-8700000.0,-66.04161019145371
-8680000.0,-66.009453567862
-8660000.0,-66.00903767849164
-8640000.0,-66.02127070287024
-8620000.0,-66.02837723394019
-8600000.0,-66.01664654985264
-8580000.0,-66.04937219374457
-8560000.0,-66.07308359470234
-8540000.0,-66.02534185794238
-8520000.0,-66.02509892134533
-8500000.0,-65.99717930634338
-8480000.0,-65.98062695528742
-8460000.0,-66.00065699024944
-8440000.0,-66.03739290024646
-8420000.0,-66.0304695234185
-8400000.0,-66.01194618491905
-8380000.0,-66.03031735199956
-8360000.0,-66.08214883565067
-8340000.0,-66.06658021354158
-8320000.0,-66.04917641514581
-8300000.0,-66.04754818899652
-8280000.0,-66.04190938092023
-8260000.0,-66.0332406163194
-8240000.0,-66.04980862887993
-8220000.0,-66.0039037690786
-8200000.0,-66.04574675543904
-8180000.0,-66.06263754719804
-8160000.0,-66.04080581525453
-8140000.0,-66.05306834254358
-8120000.0,-66.05090048516973
-8100000.0,-66.01533886617739
-8080000.0,-65.98981315124527
-8060000.0,-66.03166958481359
-8040000.0,-66.03941416750797
-8020000.0,-66.01543178993396
-8000000.0,-65.97470105449004
-7980000.0,-66.01206879327873
-7960000.0,-66.03625794601625
-7940000.0,-66.06103064426163
-7920000.0,-66.04991067470388
-7900000.0,-66.07147513929257
-7880000.0,-66.04696240650671
-7860000.0,-66.03120117676886
-7840000.0,-66.06104107070746
-7820000.0,-66.00688002762904
-7800000.0,-65.9804559569333
-7780000.0,-65.99008372780789
-7760000.0,-66.02668624915766
-7740000.0,-66.03747873424024
-7720000.0,-66.05273858917266
-7700000.0,-66.0365314912773
-7680000.0,-66.05228502524963
-7660000.0,-66.04877849177478
-7640000.0,-66.02330332624972
-7620000.0,-66.05517178735737
-7600000.0,-66.02985035348942
-7580000.0,-66.00210527498582
-7560000.0,-65.99012498529069
-7540000.0,-66.00312588290285
-7520000.0,-66.01710980753307
-7500000.0,-66.02464946197118
-7480000.0,-66.01486871780865
-7460000.0,-66.03284570474727
-7440000.0,-66.04975973916099
-7420000.0,-66.00149030758543
-7400000.0,-66.01371589144003
-7380000.0,-66.02247812004649
-7360000.0,-66.01517837006315
-7340000.0,-66.04163845656495
-7320000.0,-66.06464017978516
-7300000.0,-66.01164950252902
-7280000.0,-65.99754745468178
-7260000.0,-65.99687684032298
-7240000.0,-66.02243528828068
-7220000.0,-66.03924427046148
-7200000.0,-66.04732138762002
-7180000.0,-66.04870837920969
-7160000.0,-66.04232874854522
-7140000.0,-66.03275589151825
-7120000.0,-66.0701061624599
-7100000.0,-66.0514219392306
-7080000.0,-66.06055818022408
-7060000.0,-66.07253152244206
-7040000.0,-66.05433262736109
-7020000.0,-66.05441170131355
-7000000.0,-66.0117842066985
-6980000.0,-66.03978969506527
-6960000.0,-66.05744108177788
-6940000.0,-66.07400937438209
-6920000.0,-66.05973592757316
-6900000.0,-66.0501287337909
-6880000.0,-66.09770315899294
-6860000.0,-66.09353913728091
-6840000.0,-66.08950126305002
-6820000.0,-66.06083424533024
-6800000.0,-66.07084535619654
-6780000.0,-66.07222547627215
-6760000.0,-66.02540985257548
-6740000.0,-66.04512859485145
-6720000.0,-66.05010877354462
-6700000.0,-66.03029436065994
-6680000.0,-66.05737850915942
-6660000.0,-66.06650098650138
-6640000.0,-66.06639030030651
-6620000.0,-66.03605551245559
-6600000.0,-66.0463531009571
-6580000.0,-66.07123455042438
-6560000.0,-66.06134533703687
-6540000.0,-66.09063783791723
-6520000.0,-66.09441183467251
-6500000.0,-66.07820536535486
-6480000.0,-66.0638837943761
-6460000.0,-66.06576541366331
-6440000.0,-66.04809838880819
-6420000.0,-66.02358456857279
-6400000.0,-66.01294897101086
-6380000.0,-66.00274846332695
-6360000.0,-66.01483582125597
-6340000.0,-66.0486179935221
-6320000.0,-66.04155993106396
-6300000.0,-66.02258735846053
-6280000.0,-66.06851387256391
-6260000.0,-66.08589219092339
-6240000.0,-66.07039602708127
-6220000.0,-66.05121294561957
-6200000.0,-66.03904926356262
-6180000.0,-66.022264890079
-6160000.0,-66.03096029161296
-6140000.0,-66.0271680569024
-6120000.0,-66.03384345557225
-6100000.0,-66.05342147123395
-6080000.0,-66.05082110600448
-6060000.0,-66.0308516093706
-6040000.0,-66.02667760611575
-6020000.0,-66.02505784309176
-6000000.0,-66.06058047610794
-5980000.0,-66.0593993668141
-5960000.0,-66.0440081167085
-5940000.0,-66.02428079345385
-5920000.0,-66.02118728601285
-5900000.0,-66.07298679647694
-5880000.0,-66.08237228297192
-5860000.0,-66.05808983391411
-5840000.0,-66.05377345816807
-5820000.0,-66.06446341014654
-5800000.0,-66.05379209126173
-5780000.0,-66.05621423862571
-5760000.0,-66.07319584915145
-5740000.0,-66.0454183896453
-5720000.0,-66.06662739742868
-5700000.0,-66.0432446660115
-5680000.0,-66.0553822098743
-5660000.0,-66.06340450475889
-5640000.0,-66.05188972331321
-5620000.0,-66.05178703099101
-5600000.0,-66.06682540677129
-5580000.0,-66.05095895539296
-5560000.0,-66.07700501768741
-5540000.0,-66.07349870090141
-5520000.0,-66.05542232633523
-5500000.0,-66.04366021829784
-5480000.0,-66.05594884924136
-5460000.0,-66.0987143818659
-5440000.0,-66.11672669000454
-5420000.0,-66.07888756800162
-5400000.0,-66.12469229126036
-5380000.0,-66.09975841899822
-5360000.0,-66.057057514816
-5340000.0,-66.09730969001417
-5320000.0,-66.10041302926962
-5300000.0,-66.07506534488307
-5280000.0,-66.07097449029175
-5260000.0,-66.08330975360488
-5240000.0,-66.1048338186841
-5220000.0,-66.11380782618028
-5200000.0,-66.08901339970585
-5180000.0,-66.0633325704865
-5160000.0,-66.0536995984478
-5140000.0,-66.07216502093704
-5120000.0,-66.09628279473974
-5100000.0,-66.1147086822235
-5080000.0,-66.08282225480396
-5060000.0,-66.08669543586748
-5040000.0,-66.12728808325784
-5020000.0,-66.12162935427995
-5000000.0,-66.13029441277882
-4980000.0,-66.1418729793422
-4960000.0,-66.1270766518066
-4940000.0,-66.10966669833466
-4920000.0,-66.09052069606463
-4900000.0,-66.0902735780331
-4880000.0,-66.09972526841256
-4860000.0,-66.07552791091025
-4840000.0,-66.08815474933078
-4820000.0,-66.0940971490787
-4800000.0,-66.13072391216348
-4780000.0,-66.15374030885938
-4760000.0,-66.10295996309164
-4740000.0,-66.05604702774508
-4720000.0,-66.08555005254226
-4700000.0,-66.12147729349365
-4680000.0,-66.12140904310606
-4660000.0,-66.10330039166686
-4640000.0,-66.07961566121365
-4620000.0,-66.09873539329864
-4600000.0,-66.10838766817625
-4580000.0,-66.10421114221973
-4560000.0,-66.15502038846608
-4540000.0,-66.1410126443717
-4520000.0,-66.11406806966404
-4500000.0,-66.11000032587059
-4480000.0,-66.12625473183222
-4460000.0,-66.13020579778455
-4440000.0,-66.11878872975585
-4420000.0,-66.1201063204217
-4400000.0,-66.1029941112743
-4380000.0,-66.08844440733604
-4360000.0,-66.12227127166864
-4340000.0,-66.11518397319156
-4320000.0,-66.12309918912898
-4300000.0,-66.12641159743414
-4280000.0,-66.11546212745554
-4260000.0,-66.12007220083254
-4240000.0,-66.10426439314313
