Frequency (Hz),PSD (dBm)
-10000000.0,-26.66182463212548
-9980000.0,-32.59212286805798
-9960000.0,-54.8397086405396
-9940000.0,-54.14753165027173
-9920000.0,-55.96985940442615
-9900000.0,-58.1973633082474
-9880000.0,-63.65470314681027
-9860000.0,-65.77998490828635
-9840000.0,-66.09203605080428
-9820000.0,-65.89648243536209
-9800000.0,-66.34604059535391
-9780000.0,-67.28197402954835
-9760000.0,-67.47494379794763
-9740000.0,-67.52612337547761
-9720000.0,-67.52632998347417
-9700000.0,-67.59958689345174
-9680000.0,-67.6787570910788
-9660000.0,-67.68489876887288
-9640000.0,-67.69637955298984
-9620000.0,-67.6480802443763
-9600000.0,-67.66362876906074
-9580000.0,-67.6838736954094
-9560000.0,-67.6932396991157
-9540000.0,-67.68410154314742
-9520000.0,-67.64307636658313
-9500000.0,-67.69410888062453
-9480000.0,-67.72275267371874
-9460000.0,-67.75828283611435
-9440000.0,-67.76009605209644
-9420000.0,-67.74029476885838
-9400000.0,-67.75753488608116
-9380000.0,-67.79521664898087
-9360000.0,-67.76340077437402
-9340000.0,-67.71301538158576
-9320000.0,-67.71744834711724
-9300000.0,-67.73350822106656
-9280000.0,-67.71541788693104
-9260000.0,-67.75817902125172
-9240000.0,-67.75739411978353
-9220000.0,-67.73196894654107
-9200000.0,-67.72793573221414
-9180000.0,-67.72468558780044
-9160000.0,-67.7059882167502
-9140000.0,-67.71405093044199
-9120000.0,-67.71665518467508
-9100000.0,-67.7418452559073
-9080000.0,-67.73679978488717
-9060000.0,-67.74086705456975
-9040000.0,-67.74327752782224
-9020000.0,-67.73991535693656
-9000000.0,-67.71389072059677
-8980000.0,-67.71652373215424
-8960000.0,-67.7409741839731
-8940000.0,-67.79003242679624
-8920000.0,-67.77091352591478
-8900000.0,-67.73561597684413
-8880000.0,-67.7237392084396
-8860000.0,-67.7153274526406
-8840000.0,-67.73974208545751
-8820000.0,-67.75709012506496
-8800000.0,-67.74362002963487
-8780000.0,-67.74597994427597
-8760000.0,-67.73190074772072
-8740000.0,-67.72527844314905
-8720000.0,-67.71293113294197
-8700000.0,-67.71888601782125
-8680000.0,-67.71291813813954
-8660000.0,-67.68572940648845
-8640000.0,-67.72458706622787
-8620000.0,-67.73579785247692
-8600000.0,-67.76151983234477
-8580000.0,-67.72946961498944
-8560000.0,-67.70543540238569
-8540000.0,-67.72176139471166
-8520000.0,-67.71626534779881
-8500000.0,-67.71879314481968
-8480000.0,-67.69694035334888
-8460000.0,-67.69383381744235
-8440000.0,-67.7262509627857
-8420000.0,-67.70312775082812
-8400000.0,-67.71387018673084
-8380000.0,-67.74105195592803
-8360000.0,-67.73545107174063
-8340000.0,-67.77753472982215
-8320000.0,-67.73460439441702
-8300000.0,-67.73424591713257
-8280000.0,-67.7388953278697
-8260000.0,-67.75603345700931
-8240000.0,-67.76984611168206
-8220000.0,-67.77342098037605
-8200000.0,-67.77893162477682
-8180000.0,-67.75032108603567
-8160000.0,-67.7171127473687
-8140000.0,-67.75157007821745
-8120000.0,-67.765957584971
-8100000.0,-67.78567652324006
-8080000.0,-67.78431905334776
-8060000.0,-67.78285678555608
-8040000.0,-67.78084266658166
-8020000.0,-67.73727533120115
-8000000.0,-67.74789615415274
-7980000.0,-67.73476936047233
-7960000.0,-67.72897688842777
-7940000.0,-67.75376680848768
-7920000.0,-67.79072008102885
-7900000.0,-67.78333709892291
-7880000.0,-67.751428352293
-7860000.0,-67.76842016784931
-7840000.0,-67.80514637491721
-7820000.0,-67.7935546710521
-7800000.0,-67.76858711826742
-7780000.0,-67.75943979911463
-7760000.0,-67.73627472216069
-7740000.0,-67.7579709157634
-7720000.0,-67.78901935110395
-7700000.0,-67.75296107228976
-7680000.0,-67.78875396410429
-7660000.0,-67.76994281979994
-7640000.0,-67.75370506225416
-7620000.0,-67.74611027324379
-7600000.0,-67.36102064986848
-7580000.0,-67.13244164012784
-7560000.0,-67.69088191490088
-7540000.0,-67.76922768721226
-7520000.0,-67.7674947936009
-7500000.0,-67.80906759923204
-7480000.0,-67.77234101548456
-7460000.0,-67.75706108957533
-7440000.0,-67.8104769227567
-7420000.0,-67.80088696829334
-7400000.0,-67.82751099455149
-7380000.0,-67.80654119024952
-7360000.0,-67.80355376366401
-7340000.0,-67.79216718225243
-7320000.0,-67.78093594071488
-7300000.0,-67.77409189253297
-7280000.0,-67.80663463082834
-7260000.0,-67.81569027192938
-7240000.0,-67.81622551775064
-7220000.0,-67.82732984268819
-7200000.0,-67.78347947603456
