Timestamp_Epoch,Acq_Time_ms,PSD_Calc_Time_ms,CPU_Load_Pct,RAM_Used_MB,RAM_Total_MB,Swap_Used_MB,Disk_Usage_Pct,CenterFreq_Hz,RBW_Hz,SampleRate_Hz,Span_Hz,Overlap,Scale,Window,LNA,VGA,Amp,PSD_Bins
1765468223,1007.89,1080.60,10.44,4594,7866,0,19.62,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765468279,1016.09,1031.61,2.83,4614,7866,0,19.62,98000000,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
