Timestamp_Epoch,Acq_Time_ms,PSD_Calc_Time_ms,CPU_Load_Pct,RAM_Used_MB,RAM_Total_MB,Swap_Used_MB,Disk_Usage_Pct,CenterFreq_Hz,RBW_Hz,SampleRate_Hz,Span_Hz,Overlap,Scale,Window,LNA,VGA,Amp,PSD_Bins
1765479465,1016.02,1173.83,2.72,4719,7866,0,19.63,98,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
1765479665,1012.04,1056.91,2.56,4748,7866,0,19.63,98,10000,20000000,20000000,0.50,dBm,2,0,0,0,2048
