Frequency (Hz),PSD (dBfs)
528000000.0,-80.54043
528010000.0,-80.553955
528020000.0,-80.52917
528030000.0,-80.53999
528040000.0,-80.48453
528050000.0,-80.50439
528060000.0,-80.56843
528070000.0,-80.60311
528080000.0,-80.59709
528090000.0,-80.60406
528100000.0,-80.55597
528110000.0,-80.51608
528120000.0,-80.57209
528130000.0,-80.57089
528140000.0,-80.552
528150000.0,-80.57271
528160000.0,-80.55444
528170000.0,-80.53288
528180000.0,-80.50286
528190000.0,-80.528824
528200000.0,-80.57143
528210000.0,-80.56137
528220000.0,-80.53646
528230000.0,-80.53863
528240000.0,-80.565186
528250000.0,-80.56047
528260000.0,-80.57611
528270000.0,-80.59398
528280000.0,-80.58835
528290000.0,-80.5625
528300000.0,-80.56329
528310000.0,-80.51849
528320000.0,-80.525314
528330000.0,-80.5347
528340000.0,-80.5137
528350000.0,-80.540695
528360000.0,-80.57071
528370000.0,-80.56024
528380000.0,-80.5103
528390000.0,-80.53631
528400000.0,-80.56143
528410000.0,-80.5648
528420000.0,-80.55589
528430000.0,-80.59014
528440000.0,-80.570145
528450000.0,-80.58369
528460000.0,-80.56556
528470000.0,-80.57949
528480000.0,-80.56647
528490000.0,-80.57565
528500000.0,-80.552475
528510000.0,-80.541046
528520000.0,-80.565605
528530000.0,-80.56949
528540000.0,-80.57441
528550000.0,-80.57242
528560000.0,-80.58578
528570000.0,-80.5368
528580000.0,-80.548744
528590000.0,-80.55377
528600000.0,-80.52804
528610000.0,-80.55161
528620000.0,-80.547806
528630000.0,-80.50294
528640000.0,-80.4966
528650000.0,-80.55022
528660000.0,-80.57514
528670000.0,-80.515755
528680000.0,-80.54897
528690000.0,-80.5139
528700000.0,-80.50488
528710000.0,-80.549324
528720000.0,-80.54756
528730000.0,-80.55832
528740000.0,-80.571106
528750000.0,-80.53244
528760000.0,-80.47885
528770000.0,-80.50844
528780000.0,-80.57915
528790000.0,-80.608444
528800000.0,-80.59932
528810000.0,-80.55762
528820000.0,-80.56123
528830000.0,-80.56004
528840000.0,-80.54143
528850000.0,-80.578766
528860000.0,-80.57275
528870000.0,-80.52884
528880000.0,-80.58308
528890000.0,-80.574905
528900000.0,-80.54134
528910000.0,-80.528366
528920000.0,-80.49655
528930000.0,-80.57005
528940000.0,-80.57891
528950000.0,-80.52746
528960000.0,-80.47098
528970000.0,-80.50865
528980000.0,-80.54535
528990000.0,-80.56732
529000000.0,-80.41467
529010000.0,-80.50238
529020000.0,-80.55928
529030000.0,-80.57927
529040000.0,-80.61008
529050000.0,-80.62195
529060000.0,-80.56069
529070000.0,-80.517265
529080000.0,-80.550606
529090000.0,-80.56957
529100000.0,-80.569305
529110000.0,-80.54324
529120000.0,-80.58208
529130000.0,-80.55847
529140000.0,-80.54106
529150000.0,-80.55419
529160000.0,-80.57194
529170000.0,-80.53592
529180000.0,-80.53746
529190000.0,-80.55099
529200000.0,-80.51316
529210000.0,-80.53314
529220000.0,-80.59281
529230000.0,-80.54436
529240000.0,-80.51482
529250000.0,-80.296936
529260000.0,-80.38597
529270000.0,-80.55859
529280000.0,-80.47234
529290000.0,-80.51468
529300000.0,-80.563385
529310000.0,-80.51779
529320000.0,-80.48057
529330000.0,-80.495804
529340000.0,-80.51698
