Frequency (Hz),PSD (dBfs)
148000000.0,-79.86589
148010000.0,-80.454834
148020000.0,-80.63332
148030000.0,-80.6207
148040000.0,-80.61955
148050000.0,-80.621155
148060000.0,-80.61748
148070000.0,-80.68524
148080000.0,-80.65318
148090000.0,-80.69296
148100000.0,-80.633316
148110000.0,-80.58585
148120000.0,-80.59411
148130000.0,-80.67535
148140000.0,-80.65274
148150000.0,-80.57847
148160000.0,-80.56168
148170000.0,-80.56995
148180000.0,-80.54734
148190000.0,-80.57738
148200000.0,-80.55084
148210000.0,-80.59523
148220000.0,-80.61777
148230000.0,-80.681305
148240000.0,-80.6064
148250000.0,-80.556366
148260000.0,-80.62847
148270000.0,-80.59666
148280000.0,-80.60932
148290000.0,-80.63911
148300000.0,-80.659805
148310000.0,-80.57507
148320000.0,-80.56321
148330000.0,-80.59622
148340000.0,-80.596436
148350000.0,-80.6137
148360000.0,-80.65141
148370000.0,-80.64477
148380000.0,-80.63182
148390000.0,-80.62031
148400000.0,-80.62176
148410000.0,-80.593025
148420000.0,-80.62374
148430000.0,-80.65353
148440000.0,-80.61717
148450000.0,-80.58949
148460000.0,-80.57
148470000.0,-80.56746
148480000.0,-80.61283
148490000.0,-80.60991
148500000.0,-80.59005
148510000.0,-80.627655
148520000.0,-80.66123
148530000.0,-80.63791
148540000.0,-80.63503
148550000.0,-80.63219
148560000.0,-80.64861
148570000.0,-80.61501
148580000.0,-80.61801
148590000.0,-80.63263
148600000.0,-80.64701
148610000.0,-80.6274
148620000.0,-80.62572
148630000.0,-80.62401
148640000.0,-80.62759
148650000.0,-80.56026
148660000.0,-80.572655
148670000.0,-80.62904
148680000.0,-80.613106
148690000.0,-80.5993
148700000.0,-80.61026
148710000.0,-80.595055
148720000.0,-80.65021
148730000.0,-80.66467
148740000.0,-80.62023
148750000.0,-80.60718
148760000.0,-80.598076
148770000.0,-80.609474
148780000.0,-80.604004
148790000.0,-80.562965
148800000.0,-80.60646
148810000.0,-80.60578
148820000.0,-80.59403
148830000.0,-80.62654
148840000.0,-80.63248
148850000.0,-80.625496
148860000.0,-80.590065
148870000.0,-80.61948
148880000.0,-80.58308
148890000.0,-80.58826
148900000.0,-80.606735
148910000.0,-80.569374
148920000.0,-80.589676
148930000.0,-80.55705
148940000.0,-80.55894
148950000.0,-80.64766
148960000.0,-80.66769
148970000.0,-80.65579
148980000.0,-80.5865
148990000.0,-80.57923
149000000.0,-80.604164
149010000.0,-80.58654
149020000.0,-80.54367
149030000.0,-80.60433
149040000.0,-80.57087
149050000.0,-80.59059
149060000.0,-80.653305
149070000.0,-80.57562
149080000.0,-80.581665
149090000.0,-80.602905
149100000.0,-80.631256
149110000.0,-80.57842
