Frequency (Hz),PSD (dBfs)
348000000.0,-80.59029
348010000.0,-80.65152
348020000.0,-80.62831
348030000.0,-80.66614
348040000.0,-80.68358
348050000.0,-80.6665
348060000.0,-80.66553
348070000.0,-80.68089
348080000.0,-80.70339
348090000.0,-80.701836
348100000.0,-80.68387
348110000.0,-80.65888
348120000.0,-80.68349
348130000.0,-80.64823
348140000.0,-80.63874
348150000.0,-80.66991
348160000.0,-80.65533
348170000.0,-80.63928
348180000.0,-80.64023
348190000.0,-80.65102
348200000.0,-80.63981
348210000.0,-80.6815
348220000.0,-80.67964
348230000.0,-80.634674
348240000.0,-80.629036
348250000.0,-80.699554
348260000.0,-80.68712
348270000.0,-80.65335
348280000.0,-80.65805
348290000.0,-80.730194
348300000.0,-80.70387
348310000.0,-80.65091
348320000.0,-80.6948
348330000.0,-80.705734
348340000.0,-80.62415
348350000.0,-80.63574
348360000.0,-80.63985
348370000.0,-80.67149
348380000.0,-80.71175
348390000.0,-80.65944
348400000.0,-80.64723
348410000.0,-80.67074
348420000.0,-80.655785
348430000.0,-80.69066
348440000.0,-80.66369
348450000.0,-80.615425
348460000.0,-80.62433
348470000.0,-80.65758
348480000.0,-80.65729
348490000.0,-80.65095
348500000.0,-80.65918
348510000.0,-80.68263
348520000.0,-80.68417
348530000.0,-80.68434
348540000.0,-80.63884
348550000.0,-80.65782
348560000.0,-80.70911
348570000.0,-80.65874
348580000.0,-80.73044
348590000.0,-80.75031
348600000.0,-80.758675
348610000.0,-80.75096
348620000.0,-80.7392
348630000.0,-80.69113
348640000.0,-80.66124
348650000.0,-80.68373
348660000.0,-80.68218
348670000.0,-80.627365
348680000.0,-80.62337
348690000.0,-80.6821
348700000.0,-80.67583
348710000.0,-80.663956
348720000.0,-80.64178
348730000.0,-80.61386
348740000.0,-80.66249
348750000.0,-80.67865
348760000.0,-80.61206
348770000.0,-80.63014
348780000.0,-80.67794
348790000.0,-80.65314
348800000.0,-80.649605
348810000.0,-80.66146
348820000.0,-80.69764
348830000.0,-80.67903
348840000.0,-80.66684
348850000.0,-80.72549
348860000.0,-80.72783
348870000.0,-80.6653
348880000.0,-80.676796
348890000.0,-80.69317
348900000.0,-80.66719
348910000.0,-80.64813
348920000.0,-80.621124
348930000.0,-80.67688
348940000.0,-80.6631
348950000.0,-80.65335
348960000.0,-80.69487
348970000.0,-80.618256
348980000.0,-80.61866
348990000.0,-80.64555
349000000.0,-80.660904
349010000.0,-80.65193
349020000.0,-80.64965
349030000.0,-80.684784
349040000.0,-80.68646
349050000.0,-80.604706
349060000.0,-80.593124
349070000.0,-80.65779
349080000.0,-80.65006
349090000.0,-80.59027
349100000.0,-80.629395
349110000.0,-80.62201
349120000.0,-80.64923
349130000.0,-80.62094
349140000.0,-80.65456
349150000.0,-80.69061
349160000.0,-80.64266
349170000.0,-80.647964
349180000.0,-80.66674
349190000.0,-80.72274
349200000.0,-80.73129
349210000.0,-80.69497
349220000.0,-80.652405
349230000.0,-80.65924
349240000.0,-80.62753
349250000.0,-80.61074
349260000.0,-80.6448
349270000.0,-80.651
349280000.0,-80.66351
349290000.0,-80.675186
349300000.0,-80.65907
349310000.0,-80.65805
349320000.0,-80.65507
349330000.0,-80.60143
349340000.0,-80.59047
349350000.0,-80.66452
349360000.0,-80.64122
349370000.0,-80.64372
349380000.0,-80.63127
349390000.0,-80.610054
349400000.0,-80.62667
349410000.0,-80.655136
349420000.0,-80.68295
349430000.0,-80.661
349440000.0,-80.63267
349450000.0,-80.669174
349460000.0,-80.640915
349470000.0,-80.67378
349480000.0,-80.684975
349490000.0,-80.67154
349500000.0,-80.65482
349510000.0,-80.660934
349520000.0,-80.69055
349530000.0,-80.660255
349540000.0,-80.67727
349550000.0,-80.698044
349560000.0,-80.68566
349570000.0,-80.670006
349580000.0,-80.719055
349590000.0,-80.64055
349600000.0,-80.61677
349610000.0,-80.68993
349620000.0,-80.673416
349630000.0,-80.70675
349640000.0,-80.68379
349650000.0,-80.68672
349660000.0,-80.67486
349670000.0,-80.6808
349680000.0,-80.651
349690000.0,-80.62653
349700000.0,-80.63943
349710000.0,-80.716415
349720000.0,-80.67817
349730000.0,-80.67128
349740000.0,-80.64385
349750000.0,-80.61288
349760000.0,-80.6295
349770000.0,-80.64598
349780000.0,-80.673706
349790000.0,-80.66916
349800000.0,-80.67148
349810000.0,-80.68123
349820000.0,-80.671646
349830000.0,-80.652145
349840000.0,-80.63907
349850000.0,-80.64978
349860000.0,-80.64622
349870000.0,-80.57632
349880000.0,-80.584724
349890000.0,-80.63414
349900000.0,-80.683945
349910000.0,-80.64407
349920000.0,-80.63628
349930000.0,-80.6546
349940000.0,-80.67232
349950000.0,-80.665955
349960000.0,-80.72457
349970000.0,-80.68824
349980000.0,-80.6714
349990000.0,-80.63342
350000000.0,-80.60457
350010000.0,-80.62056
350020000.0,-80.61235
350030000.0,-80.63101
350040000.0,-80.64987
350050000.0,-80.66036
350060000.0,-80.655624
350070000.0,-80.66929
350080000.0,-80.635
350090000.0,-80.64958
350100000.0,-80.6772
350110000.0,-80.64482
350120000.0,-80.63195
350130000.0,-80.693855
350140000.0,-80.65464
350150000.0,-80.621445
350160000.0,-80.67592
350170000.0,-80.679306
350180000.0,-80.66899
350190000.0,-80.70604
350200000.0,-80.67585
350210000.0,-80.65967
350220000.0,-80.69122
350230000.0,-80.727615
350240000.0,-80.70576
350250000.0,-80.69706
350260000.0,-80.6659
350270000.0,-80.64299
350280000.0,-80.705734
350290000.0,-80.69148
350300000.0,-80.6647
350310000.0,-80.61612
350320000.0,-80.622696
350330000.0,-80.65842
350340000.0,-80.64572
350350000.0,-80.66168
350360000.0,-80.66072
350370000.0,-80.650024
350380000.0,-80.656494
350390000.0,-80.67052
350400000.0,-80.67255
350410000.0,-80.64675
350420000.0,-80.600296
350430000.0,-80.628815
350440000.0,-80.6503
350450000.0,-80.68229
350460000.0,-80.65094
350470000.0,-80.66674
350480000.0,-80.63195
350490000.0,-80.62153
350500000.0,-80.60358
350510000.0,-80.63289
350520000.0,-80.70291
350530000.0,-80.71031
350540000.0,-80.7029
350550000.0,-80.66318
350560000.0,-80.66496
350570000.0,-80.67247
350580000.0,-80.67552
350590000.0,-80.70771
350600000.0,-80.7032
350610000.0,-80.70711
350620000.0,-80.66969
350630000.0,-80.66254
350640000.0,-80.69904
350650000.0,-80.75325
350660000.0,-80.67258
350670000.0,-80.65017
