Frequency (Hz),PSD (dBfs)
608000000.0,-80.48534
608010000.0,-80.45494
608020000.0,-80.43477
608030000.0,-80.458466
608040000.0,-80.45462
608050000.0,-80.502625
608060000.0,-80.49366
608070000.0,-80.441986
608080000.0,-80.41417
608090000.0,-80.42953
608100000.0,-80.465485
608110000.0,-80.42427
608120000.0,-80.46425
608130000.0,-80.45871
608140000.0,-80.430786
608150000.0,-80.48493
608160000.0,-80.50107
608170000.0,-80.436325
608180000.0,-80.41843
608190000.0,-80.40201
608200000.0,-80.47398
608210000.0,-80.50319
608220000.0,-80.44227
608230000.0,-80.46942
608240000.0,-80.52261
608250000.0,-80.471985
608260000.0,-80.43378
608270000.0,-80.43068
608280000.0,-80.44626
608290000.0,-80.392136
608300000.0,-80.42819
608310000.0,-80.43458
608320000.0,-80.37161
608330000.0,-80.38364
608340000.0,-80.467995
608350000.0,-80.43977
608360000.0,-80.39822
608370000.0,-80.44373
608380000.0,-80.50796
608390000.0,-80.48077
608400000.0,-80.39085
608410000.0,-80.37729
608420000.0,-80.44675
608430000.0,-80.427475
608440000.0,-80.435684
608450000.0,-80.49356
608460000.0,-80.44402
608470000.0,-80.44714
608480000.0,-80.44466
608490000.0,-80.45137
608500000.0,-80.45918
608510000.0,-80.44406
608520000.0,-80.43451
608530000.0,-80.491165
608540000.0,-80.49182
608550000.0,-80.50286
608560000.0,-80.496124
608570000.0,-80.481125
608580000.0,-80.42079
608590000.0,-80.43286
608600000.0,-80.44238
608610000.0,-80.439255
608620000.0,-80.523026
608630000.0,-80.514114
608640000.0,-80.45117
608650000.0,-80.41595
608660000.0,-80.4663
608670000.0,-80.44254
608680000.0,-80.44568
608690000.0,-80.48131
608700000.0,-80.484146
608710000.0,-80.489876
608720000.0,-80.47568
608730000.0,-80.48613
608740000.0,-80.47288
608750000.0,-80.523155
608760000.0,-80.50177
608770000.0,-80.470345
608780000.0,-80.50708
608790000.0,-80.44203
608800000.0,-80.49798
608810000.0,-80.512436
608820000.0,-80.45796
608830000.0,-80.48087
608840000.0,-80.513306
608850000.0,-80.47894
608860000.0,-80.469864
608870000.0,-80.46609
608880000.0,-80.47507
608890000.0,-80.42584
608900000.0,-80.45125
608910000.0,-80.47667
608920000.0,-80.475685
608930000.0,-80.47676
608940000.0,-80.51601
608950000.0,-80.42576
608960000.0,-80.3741
608970000.0,-80.44503
608980000.0,-80.48729
608990000.0,-80.5125
609000000.0,-80.53338
609010000.0,-80.484375
609020000.0,-80.48028
609030000.0,-80.43454
609040000.0,-80.433426
609050000.0,-80.44434
609060000.0,-80.45816
609070000.0,-80.44249
609080000.0,-80.45089
609090000.0,-80.45105
609100000.0,-80.43657
609110000.0,-80.411194
609120000.0,-80.397415
609130000.0,-80.46144
609140000.0,-80.47913
609150000.0,-80.446556
609160000.0,-80.46922
609170000.0,-80.4343
609180000.0,-80.45127
609190000.0,-80.47462
609200000.0,-80.36816
609210000.0,-80.37195
609220000.0,-80.40513
609230000.0,-80.434875
609240000.0,-80.44005
609250000.0,-80.47307
609260000.0,-80.4628
609270000.0,-80.48797
609280000.0,-80.442924
609290000.0,-80.39277
609300000.0,-80.378456
609310000.0,-80.41438
609320000.0,-80.53715
609330000.0,-80.486725
609340000.0,-80.457306
609350000.0,-80.43692
609360000.0,-80.42352
609370000.0,-80.42321
609380000.0,-80.436386
609390000.0,-80.4492
609400000.0,-80.417816
609410000.0,-80.420265
