Frequency (Hz),PSD (dBfs)
108000000.0,-80.71014
108010000.0,-80.74686
108020000.0,-80.78373
108030000.0,-80.79189
108040000.0,-80.76923
108050000.0,-80.77198
108060000.0,-80.746414
108070000.0,-80.77426
108080000.0,-80.78022
108090000.0,-80.76896
108100000.0,-80.80412
108110000.0,-80.807335
108120000.0,-80.81574
108130000.0,-80.80212
108140000.0,-80.774414
108150000.0,-80.78278
108160000.0,-80.79651
108170000.0,-80.75645
108180000.0,-80.78967
108190000.0,-80.83313
108200000.0,-80.76517
108210000.0,-80.02282
108220000.0,-75.02215
108230000.0,-75.98106
108240000.0,-80.53082
108250000.0,-80.69061
108260000.0,-80.7471
108270000.0,-80.799255
108280000.0,-80.796165
108290000.0,-80.81708
108300000.0,-80.811844
108310000.0,-80.82016
108320000.0,-80.798386
108330000.0,-80.74696
108340000.0,-80.79628
108350000.0,-80.79399
108360000.0,-80.76245
108370000.0,-80.774414
108380000.0,-80.78454
108390000.0,-80.80824
108400000.0,-80.75973
108410000.0,-80.79559
108420000.0,-80.79466
108430000.0,-80.74525
108440000.0,-80.75218
108450000.0,-80.76271
108460000.0,-80.78355
108470000.0,-80.795334
108480000.0,-80.82027
108490000.0,-80.81299
108500000.0,-80.77959
108510000.0,-80.76011
108520000.0,-80.82862
108530000.0,-80.86307
108540000.0,-80.87406
108550000.0,-80.78438
108560000.0,-80.72773
108570000.0,-80.77554
108580000.0,-80.789154
108590000.0,-80.81234
108600000.0,-80.836945
108610000.0,-80.87361
108620000.0,-80.85117
108630000.0,-80.824524
108640000.0,-80.84502
108650000.0,-80.769875
108660000.0,-80.72902
108670000.0,-80.78175
108680000.0,-80.82918
108690000.0,-80.78617
108700000.0,-80.77013
108710000.0,-80.77815
108720000.0,-80.75438
108730000.0,-80.7897
108740000.0,-80.82557
108750000.0,-80.82066
108760000.0,-80.78925
108770000.0,-80.78533
108780000.0,-80.78345
108790000.0,-80.775604
108800000.0,-80.79103
108810000.0,-80.749626
108820000.0,-80.70056
108830000.0,-80.73932
108840000.0,-80.77249
108850000.0,-80.76895
108860000.0,-80.772964
108870000.0,-80.74521
108880000.0,-80.7225
108890000.0,-80.74418
108900000.0,-80.7755
108910000.0,-80.759415
108920000.0,-80.76005
108930000.0,-80.7948
108940000.0,-80.736015
108950000.0,-80.75659
108960000.0,-80.776535
108970000.0,-80.78604
108980000.0,-80.76936
108990000.0,-80.71193
109000000.0,-80.74897
109010000.0,-80.779655
109020000.0,-80.75954
109030000.0,-80.785645
109040000.0,-80.8071
109050000.0,-80.74957
109060000.0,-80.7715
109070000.0,-80.759895
109080000.0,-80.748436
109090000.0,-80.74762
109100000.0,-80.76428
109110000.0,-80.761856
109120000.0,-80.74104
109130000.0,-80.786255
109140000.0,-80.79716
109150000.0,-80.85252
109160000.0,-80.81052
109170000.0,-80.77416
109180000.0,-80.79629
109190000.0,-80.79163
109200000.0,-80.733574
109210000.0,-80.67975
109220000.0,-80.702324
109230000.0,-80.74469
109240000.0,-80.78624
109250000.0,-80.78857
109260000.0,-80.75364
109270000.0,-80.79155
109280000.0,-80.807144
109290000.0,-80.730095
109300000.0,-80.68073
109310000.0,-80.75642
109320000.0,-80.76214
109330000.0,-80.76106
109340000.0,-80.755066
109350000.0,-80.7052
109360000.0,-80.7833
109370000.0,-80.82384
109380000.0,-80.74669
109390000.0,-80.74394
109400000.0,-80.764084
109410000.0,-80.764725
109420000.0,-80.752495
109430000.0,-80.74905
109440000.0,-80.75514
109450000.0,-80.72506
109460000.0,-80.74993
109470000.0,-80.7334
109480000.0,-80.708725
109490000.0,-80.72433
109500000.0,-80.75894
109510000.0,-80.69951
109520000.0,-80.71965
109530000.0,-80.742874
109540000.0,-80.74072
109550000.0,-80.77272
109560000.0,-80.79898
109570000.0,-80.713776
109580000.0,-80.74756
109590000.0,-80.73851
109600000.0,-80.68625
109610000.0,-80.737976
109620000.0,-80.73859
109630000.0,-80.72206
109640000.0,-80.73595
109650000.0,-80.710915
109660000.0,-80.722275
109670000.0,-80.78459
109680000.0,-80.74762
109690000.0,-80.72609
109700000.0,-80.71865
109710000.0,-80.80089
109720000.0,-80.80928
109730000.0,-80.77132
109740000.0,-80.74078
109750000.0,-80.68698
109760000.0,-80.70311
109770000.0,-80.680275
109780000.0,-80.65613
109790000.0,-80.72849
109800000.0,-80.75955
109810000.0,-80.77859
109820000.0,-80.79871
109830000.0,-80.74081
109840000.0,-80.70816
109850000.0,-80.73017
109860000.0,-80.72254
109870000.0,-80.74634
109880000.0,-80.70787
109890000.0,-80.728264
109900000.0,-80.742485
109910000.0,-80.780914
109920000.0,-80.7275
109930000.0,-80.74925
109940000.0,-80.752014
109950000.0,-80.77951
109960000.0,-80.7099
109970000.0,-80.715645
109980000.0,-80.738434
109990000.0,-80.6897
110000000.0,-80.65344
110010000.0,-80.74517
110020000.0,-80.75936
110030000.0,-80.76104
110040000.0,-80.77086
110050000.0,-80.73923
110060000.0,-80.773224
110070000.0,-80.81185
110080000.0,-80.78788
110090000.0,-80.76393
110100000.0,-80.744736
110110000.0,-80.6888
110120000.0,-80.71771
110130000.0,-80.75531
110140000.0,-80.72635
110150000.0,-80.71572
110160000.0,-80.750534
110170000.0,-80.82271
110180000.0,-80.76614
110190000.0,-80.727066
110200000.0,-80.75135
110210000.0,-80.746956
110220000.0,-80.686844
110230000.0,-80.70161
110240000.0,-80.76336
110250000.0,-80.74372
110260000.0,-80.70507
110270000.0,-80.69971
110280000.0,-80.634544
110290000.0,-80.62352
110300000.0,-80.665886
110310000.0,-80.71593
110320000.0,-80.70718
110330000.0,-80.700615
110340000.0,-80.760155
110350000.0,-80.727875
110360000.0,-80.702675
110370000.0,-80.70964
110380000.0,-80.7316
110390000.0,-80.7671
110400000.0,-80.76056
110410000.0,-80.7249
110420000.0,-80.770424
110430000.0,-80.786606
110440000.0,-80.7798
110450000.0,-80.71498
110460000.0,-80.72799
110470000.0,-80.7551
110480000.0,-80.74721
110490000.0,-80.73838
110500000.0,-80.720856
110510000.0,-80.73615
110520000.0,-80.769196
110530000.0,-80.768845
110540000.0,-80.68959
110550000.0,-80.667725
110560000.0,-80.72475
110570000.0,-80.76013
110580000.0,-80.7389
110590000.0,-80.68054
110600000.0,-80.73281
110610000.0,-80.747444
110620000.0,-80.74257
110630000.0,-80.69496
110640000.0,-80.740326
110650000.0,-80.80078
110660000.0,-80.76679
110670000.0,-80.75974
110680000.0,-80.80737
110690000.0,-80.7383
110700000.0,-80.72893
110710000.0,-80.78034
110720000.0,-80.71002
110730000.0,-80.74363
110740000.0,-80.81199
110750000.0,-80.76521
110760000.0,-80.742065
110770000.0,-80.710526
110780000.0,-80.67081
110790000.0,-80.73807
110800000.0,-80.72795
110810000.0,-80.74632
110820000.0,-80.74279
110830000.0,-80.697754
110840000.0,-80.71949
110850000.0,-80.77165
110860000.0,-80.72731
110870000.0,-80.71091
110880000.0,-80.7389
110890000.0,-80.7418
110900000.0,-80.77937
110910000.0,-80.82157
110920000.0,-80.831985
110930000.0,-80.804245
110940000.0,-80.795135
110950000.0,-80.76053
110960000.0,-80.765976
110970000.0,-80.722694
110980000.0,-80.601746
110990000.0,-80.591286
111000000.0,-80.53438
111010000.0,-80.668526
111020000.0,-80.76439
111030000.0,-80.81383
111040000.0,-80.73335
111050000.0,-80.76447
111060000.0,-80.746216
111070000.0,-80.76868
111080000.0,-80.7953
111090000.0,-80.79812
111100000.0,-80.766594
111110000.0,-80.80186
111120000.0,-80.79439
111130000.0,-80.781815
111140000.0,-80.78617
111150000.0,-80.74054
111160000.0,-80.749695
111170000.0,-80.77168
111180000.0,-80.741425
111190000.0,-80.765724
111200000.0,-80.80094
111210000.0,-80.79608
111220000.0,-80.784904
111230000.0,-80.7333
111240000.0,-80.73535
111250000.0,-80.71926
111260000.0,-80.70392
111270000.0,-80.79372
111280000.0,-80.7817
111290000.0,-80.82955
111300000.0,-80.821075
111310000.0,-80.78167
111320000.0,-80.82251
111330000.0,-80.83249
111340000.0,-80.84035
111350000.0,-80.77608
111360000.0,-80.73502
111370000.0,-80.75406
111380000.0,-80.73958
111390000.0,-80.77608
111400000.0,-80.800026
111410000.0,-80.71929
111420000.0,-80.70886
111430000.0,-80.75359
111440000.0,-80.766685
111450000.0,-80.7457
111460000.0,-80.77773
111470000.0,-80.79766
111480000.0,-80.76919
111490000.0,-80.78068
111500000.0,-80.814804
111510000.0,-80.8236
111520000.0,-80.76413
111530000.0,-80.742226
111540000.0,-80.76021
111550000.0,-80.77887
111560000.0,-80.80925
111570000.0,-80.80014
111580000.0,-80.76457
111590000.0,-80.73863
111600000.0,-80.75134
111610000.0,-80.75897
111620000.0,-80.79733
111630000.0,-80.78349
111640000.0,-80.79868
111650000.0,-80.7646
111660000.0,-80.805466
111670000.0,-80.83594
111680000.0,-80.74617
111690000.0,-80.77544
111700000.0,-80.76554
111710000.0,-80.74638
111720000.0,-80.77361
111730000.0,-80.78622
