Frequency (Hz),PSD (dBfs)
148000000.0,-79.935486
148010000.0,-80.51546
148020000.0,-80.75298
148030000.0,-80.71269
148040000.0,-80.709335
148050000.0,-80.728035
148060000.0,-80.70592
148070000.0,-80.74924
148080000.0,-80.74433
148090000.0,-80.7534
148100000.0,-80.81801
148110000.0,-80.83313
148120000.0,-80.75282
148130000.0,-80.70075
148140000.0,-80.74622
148150000.0,-80.7767
148160000.0,-80.762314
148170000.0,-80.68422
148180000.0,-80.73761
148190000.0,-80.764694
148200000.0,-80.764626
148210000.0,-80.77455
148220000.0,-80.800285
148230000.0,-80.82066
148240000.0,-80.79941
148250000.0,-80.7975
148260000.0,-80.74252
148270000.0,-80.708244
148280000.0,-80.725975
148290000.0,-80.684746
148300000.0,-80.77117
148310000.0,-80.77709
148320000.0,-80.714645
148330000.0,-80.75088
148340000.0,-80.80323
148350000.0,-80.776215
148360000.0,-80.77897
148370000.0,-80.78555
148380000.0,-80.781906
148390000.0,-80.76493
148400000.0,-80.756004
148410000.0,-80.77538
148420000.0,-80.78255
148430000.0,-80.74662
148440000.0,-80.75346
148450000.0,-80.77579
148460000.0,-80.72652
148470000.0,-80.64716
148480000.0,-80.651474
148490000.0,-80.782585
148500000.0,-80.74167
148510000.0,-80.76931
148520000.0,-80.75451
148530000.0,-80.7388
148540000.0,-80.740524
148550000.0,-80.7264
148560000.0,-80.771774
148570000.0,-80.72241
148580000.0,-80.71048
148590000.0,-80.72923
148600000.0,-80.73737
148610000.0,-80.785095
148620000.0,-80.760544
148630000.0,-80.7602
148640000.0,-80.76027
148650000.0,-80.727776
148660000.0,-80.77038
148670000.0,-80.79971
148680000.0,-80.81142
148690000.0,-80.76687
148700000.0,-80.74349
148710000.0,-80.74006
148720000.0,-80.766716
148730000.0,-80.799194
148740000.0,-80.74974
148750000.0,-80.74255
148760000.0,-80.71343
148770000.0,-80.7291
148780000.0,-80.78994
148790000.0,-80.79469
148800000.0,-80.78011
148810000.0,-80.77488
148820000.0,-80.74628
148830000.0,-80.736084
148840000.0,-80.75176
148850000.0,-80.776505
148860000.0,-80.76778
148870000.0,-80.771645
148880000.0,-80.72158
148890000.0,-80.736786
148900000.0,-80.74688
148910000.0,-80.72266
148920000.0,-80.79114
148930000.0,-80.80989
148940000.0,-80.79464
148950000.0,-80.771866
148960000.0,-80.71278
148970000.0,-80.75301
148980000.0,-80.77125
148990000.0,-80.752625
149000000.0,-80.73787
149010000.0,-80.713615
149020000.0,-80.740814
149030000.0,-80.75322
149040000.0,-80.74562
149050000.0,-80.7384
149060000.0,-80.71357
149070000.0,-80.73474
149080000.0,-80.73986
149090000.0,-80.77697
149100000.0,-80.78693
149110000.0,-80.78137
149120000.0,-80.7998
149130000.0,-80.76175
149140000.0,-80.73773
149150000.0,-80.72281
149160000.0,-80.735016
149170000.0,-80.764885
149180000.0,-80.77429
149190000.0,-80.71219
149200000.0,-80.73831
149210000.0,-80.688095
149220000.0,-80.743225
149230000.0,-80.76976
149240000.0,-80.76143
149250000.0,-80.72667
149260000.0,-80.68919
149270000.0,-80.71232
149280000.0,-80.73853
149290000.0,-80.73899
149300000.0,-80.763695
149310000.0,-80.748436
149320000.0,-80.7067
149330000.0,-80.74283
149340000.0,-80.71613
149350000.0,-80.68101
149360000.0,-80.70809
149370000.0,-80.726425
149380000.0,-80.731735
149390000.0,-80.70497
149400000.0,-80.74278
149410000.0,-80.77847
149420000.0,-80.78296
149430000.0,-80.71829
149440000.0,-80.724915
149450000.0,-80.75305
149460000.0,-80.79884
149470000.0,-80.77222
149480000.0,-80.76784
149490000.0,-80.81938
149500000.0,-80.75064
149510000.0,-80.74245
149520000.0,-80.71001
149530000.0,-80.71484
149540000.0,-80.766075
149550000.0,-80.74181
149560000.0,-80.802536
149570000.0,-80.792854
149580000.0,-80.786095
149590000.0,-80.78907
149600000.0,-80.7875
149610000.0,-80.78458
