Frequency (Hz),PSD (dBfs)
128000000.0,-80.31673
128010000.0,-80.390816
128020000.0,-80.436745
128030000.0,-80.434204
128040000.0,-80.45852
128050000.0,-80.49272
128060000.0,-80.477875
128070000.0,-80.43985
128080000.0,-80.46161
128090000.0,-80.475876
128100000.0,-80.497116
128110000.0,-80.42751
128120000.0,-80.43181
128130000.0,-80.39482
128140000.0,-80.39673
128150000.0,-80.42264
128160000.0,-80.42243
128170000.0,-80.3975
128180000.0,-80.45688
128190000.0,-80.45546
128200000.0,-80.40163
128210000.0,-80.0801
128220000.0,-77.13202
128230000.0,-77.86081
128240000.0,-80.41755
128250000.0,-80.48793
128260000.0,-80.45167
128270000.0,-80.424835
128280000.0,-80.38974
128290000.0,-80.44132
128300000.0,-80.42639
128310000.0,-80.4194
128320000.0,-80.44951
128330000.0,-80.4435
128340000.0,-80.46741
128350000.0,-80.50953
128360000.0,-80.470894
128370000.0,-80.46202
128380000.0,-80.47473
128390000.0,-80.45218
128400000.0,-80.43681
128410000.0,-80.40834
128420000.0,-80.41088
128430000.0,-80.41258
128440000.0,-80.44639
128450000.0,-80.48478
128460000.0,-80.46238
128470000.0,-80.46556
128480000.0,-80.415115
128490000.0,-80.41386
128500000.0,-80.41108
128510000.0,-80.37523
128520000.0,-80.39757
128530000.0,-80.42907
128540000.0,-80.457504
128550000.0,-80.45744
128560000.0,-80.437614
128570000.0,-80.4087
128580000.0,-80.36046
128590000.0,-80.37367
128600000.0,-80.38986
128610000.0,-80.462494
128620000.0,-80.43168
128630000.0,-80.41759
128640000.0,-80.4248
128650000.0,-80.446236
128660000.0,-80.5027
128670000.0,-80.49409
128680000.0,-80.47716
128690000.0,-80.44429
128700000.0,-80.38487
128710000.0,-80.37247
128720000.0,-80.42507
128730000.0,-80.46393
128740000.0,-80.47332
128750000.0,-80.474236
128760000.0,-80.47553
128770000.0,-80.45005
128780000.0,-80.397125
128790000.0,-80.40781
128800000.0,-80.42991
128810000.0,-80.43161
128820000.0,-80.45203
128830000.0,-80.43822
128840000.0,-80.41703
128850000.0,-80.42175
128860000.0,-80.4074
128870000.0,-80.45834
128880000.0,-80.42854
128890000.0,-80.405205
128900000.0,-80.434265
128910000.0,-80.43944
128920000.0,-80.41391
128930000.0,-80.40371
128940000.0,-80.40241
128950000.0,-80.43861
128960000.0,-80.45144
128970000.0,-80.45948
128980000.0,-80.48119
128990000.0,-80.39056
129000000.0,-80.16637
129010000.0,-80.34068
129020000.0,-80.234116
129030000.0,-80.198135
129040000.0,-80.37956
129050000.0,-80.41339
129060000.0,-80.40405
129070000.0,-80.421875
129080000.0,-80.423416
129090000.0,-80.35277
129100000.0,-80.36932
129110000.0,-80.41197
129120000.0,-80.42345
129130000.0,-80.4166
129140000.0,-80.43311
129150000.0,-80.42324
129160000.0,-80.405464
129170000.0,-80.41559
129180000.0,-80.408585
129190000.0,-80.414894
129200000.0,-80.37341
