Frequency (Hz),PSD (dBfs)
468000000.0,-80.608246
468010000.0,-80.62024
468020000.0,-80.568
468030000.0,-80.62237
468040000.0,-80.5672
468050000.0,-80.551994
468060000.0,-80.54915
468070000.0,-80.60388
468080000.0,-80.590256
468090000.0,-80.573235
468100000.0,-80.62428
468110000.0,-80.61649
468120000.0,-80.645355
468130000.0,-80.66695
468140000.0,-80.62744
468150000.0,-80.63817
468160000.0,-80.635956
468170000.0,-80.67478
468180000.0,-80.647095
468190000.0,-80.60753
468200000.0,-80.62306
468210000.0,-80.64721
468220000.0,-80.659065
468230000.0,-80.58761
468240000.0,-80.59231
468250000.0,-80.61705
468260000.0,-80.59096
468270000.0,-80.56843
468280000.0,-80.59369
468290000.0,-80.59124
468300000.0,-80.56552
468310000.0,-80.57087
468320000.0,-80.64235
468330000.0,-80.636246
468340000.0,-80.60864
468350000.0,-80.62138
468360000.0,-80.648575
468370000.0,-80.58772
468380000.0,-80.587166
468390000.0,-80.55283
468400000.0,-80.53265
468410000.0,-80.56324
468420000.0,-80.545654
468430000.0,-80.5812
468440000.0,-80.5846
468450000.0,-80.6153
468460000.0,-80.62753
468470000.0,-80.57529
468480000.0,-80.62714
468490000.0,-80.5962
468500000.0,-80.53258
468510000.0,-80.569626
468520000.0,-80.57221
468530000.0,-80.57027
468540000.0,-80.553276
468550000.0,-80.55063
468560000.0,-80.57509
468570000.0,-80.555885
468580000.0,-80.53438
468590000.0,-80.54773
468600000.0,-80.57877
468610000.0,-80.59971
468620000.0,-80.586334
468630000.0,-80.61426
468640000.0,-80.59076
468650000.0,-80.57214
468660000.0,-80.64969
468670000.0,-80.60614
468680000.0,-80.57449
468690000.0,-80.581635
468700000.0,-80.54834
468710000.0,-80.56489
468720000.0,-80.5724
468730000.0,-80.61923
468740000.0,-80.59424
468750000.0,-80.56967
468760000.0,-80.60014
468770000.0,-80.55009
468780000.0,-80.59566
468790000.0,-80.60327
468800000.0,-80.5695
468810000.0,-80.5728
468820000.0,-80.6287
468830000.0,-80.61804
468840000.0,-80.569954
468850000.0,-80.54463
468860000.0,-80.54634
468870000.0,-80.593994
468880000.0,-80.60347
468890000.0,-80.61261
468900000.0,-80.624626
468910000.0,-80.59543
468920000.0,-80.612
468930000.0,-80.573616
468940000.0,-80.57692
468950000.0,-80.52629
468960000.0,-80.564125
468970000.0,-80.5591
468980000.0,-80.536964
468990000.0,-80.5098
469000000.0,-80.556404
469010000.0,-80.57332
469020000.0,-80.59727
469030000.0,-80.579956
469040000.0,-80.58517
469050000.0,-80.580505
469060000.0,-80.58318
469070000.0,-80.58037
469080000.0,-80.22775
469090000.0,-78.36883
469100000.0,-79.25634
469110000.0,-80.56067
469120000.0,-80.6018
469130000.0,-80.532455
469140000.0,-80.51398
469150000.0,-80.55259
469160000.0,-80.5726
469170000.0,-80.621605
469180000.0,-80.54741
469190000.0,-80.56987
469200000.0,-80.61929
469210000.0,-80.61828
469220000.0,-80.60501
469230000.0,-80.67169
469240000.0,-80.648506
469250000.0,-80.596275
469260000.0,-80.53474
469270000.0,-80.56088
469280000.0,-80.56721
469290000.0,-80.5761
469300000.0,-80.56365
469310000.0,-80.585815
469320000.0,-80.57753
469330000.0,-80.53058
469340000.0,-80.50915
469350000.0,-80.5301
469360000.0,-80.59208
469370000.0,-80.56744
469380000.0,-80.57718
469390000.0,-80.60312
469400000.0,-80.58989
469410000.0,-80.56241
469420000.0,-80.61494
469430000.0,-80.58531
469440000.0,-80.53316
469450000.0,-80.54185
469460000.0,-80.57274
469470000.0,-80.57141
469480000.0,-80.60815
469490000.0,-80.604546
469500000.0,-80.59184
469510000.0,-80.578926
469520000.0,-80.5497
469530000.0,-80.51361
469540000.0,-80.54968
469550000.0,-80.626816
469560000.0,-80.64931
469570000.0,-80.61818
469580000.0,-80.6037
469590000.0,-80.61847
469600000.0,-80.62987
469610000.0,-80.62149
469620000.0,-80.516754
469630000.0,-80.50806
469640000.0,-80.59125
469650000.0,-80.59814
469660000.0,-80.606766
469670000.0,-80.619965
469680000.0,-80.63646
469690000.0,-80.62501
469700000.0,-80.59696
469710000.0,-80.57556
469720000.0,-80.56153
469730000.0,-80.567856
469740000.0,-80.58031
469750000.0,-80.603
469760000.0,-80.627304
469770000.0,-80.62276
469780000.0,-80.62735
469790000.0,-80.606995
469800000.0,-80.59605
469810000.0,-80.55976
469820000.0,-80.58263
469830000.0,-80.618324
469840000.0,-80.54224
469850000.0,-80.56207
469860000.0,-80.58972
469870000.0,-80.59398
469880000.0,-80.61818
469890000.0,-80.61311
469900000.0,-80.61606
469910000.0,-80.652245
469920000.0,-80.68688
469930000.0,-80.6416
469940000.0,-80.592964
469950000.0,-80.58559
469960000.0,-80.635155
469970000.0,-80.65683
469980000.0,-80.65173
469990000.0,-80.58404
470000000.0,-80.57912
470010000.0,-80.57825
470020000.0,-80.6173
470030000.0,-80.66412
470040000.0,-80.62641
470050000.0,-80.569984
470060000.0,-80.601685
470070000.0,-80.6275
470080000.0,-80.62863
470090000.0,-80.62209
470100000.0,-80.576996
470110000.0,-80.59814
470120000.0,-80.58727
470130000.0,-80.59521
470140000.0,-80.57899
470150000.0,-80.59459
470160000.0,-80.60057
470170000.0,-80.578384
470180000.0,-80.58112
470190000.0,-80.629486
470200000.0,-80.586784
470210000.0,-80.61181
470220000.0,-80.62778
470230000.0,-80.56978
470240000.0,-80.57013
470250000.0,-80.59894
470260000.0,-80.60894
470270000.0,-80.61957
470280000.0,-80.62587
470290000.0,-80.603134
470300000.0,-80.59734
470310000.0,-80.60577
470320000.0,-80.60998
470330000.0,-80.630356
470340000.0,-80.63057
470350000.0,-80.64002
470360000.0,-80.62808
470370000.0,-80.62843
