Frequency (Hz),PSD (dBfs)
288000000.0,-80.578964
288010000.0,-80.90176
288020000.0,-81.02684
288030000.0,-80.919685
288040000.0,-80.91774
288050000.0,-80.873955
288060000.0,-80.93915
288070000.0,-81.00197
288080000.0,-80.98779
288090000.0,-80.97428
288100000.0,-80.91745
288110000.0,-80.95282
288120000.0,-80.96856
288130000.0,-80.948654
288140000.0,-80.92238
288150000.0,-80.97401
288160000.0,-80.94856
288170000.0,-80.96447
288180000.0,-80.993484
288190000.0,-80.947334
288200000.0,-80.91358
288210000.0,-80.858604
288220000.0,-80.92538
288230000.0,-80.92905
288240000.0,-80.93974
288250000.0,-80.99324
288260000.0,-80.979774
288270000.0,-80.96774
288280000.0,-80.9827
288290000.0,-80.98801
288300000.0,-80.94446
288310000.0,-80.95004
288320000.0,-80.94302
288330000.0,-80.99109
288340000.0,-81.00554
288350000.0,-80.9674
288360000.0,-80.96602
288370000.0,-80.961426
288380000.0,-80.91138
288390000.0,-80.900154
288400000.0,-80.92262
288410000.0,-80.93982
288420000.0,-80.950516
288430000.0,-80.93111
288440000.0,-80.9116
288450000.0,-80.94199
288460000.0,-81.00038
288470000.0,-81.02136
288480000.0,-80.98419
288490000.0,-80.97475
288500000.0,-80.965126
288510000.0,-80.97648
288520000.0,-80.97081
288530000.0,-80.97403
288540000.0,-80.99399
288550000.0,-80.94049
288560000.0,-80.98952
288570000.0,-80.99862
288580000.0,-80.95696
288590000.0,-80.943146
288600000.0,-80.93338
288610000.0,-80.94001
288620000.0,-80.92164
288630000.0,-80.94318
288640000.0,-80.94264
288650000.0,-80.948654
288660000.0,-80.98424
288670000.0,-80.955536
288680000.0,-80.96368
288690000.0,-80.97705
288700000.0,-80.874695
288710000.0,-80.85163
288720000.0,-80.939514
288730000.0,-80.962105
288740000.0,-80.95726
288750000.0,-80.95847
288760000.0,-80.97054
288770000.0,-81.002014
288780000.0,-80.990234
288790000.0,-81.013115
288800000.0,-81.03035
288810000.0,-80.99255
288820000.0,-80.99141
288830000.0,-81.01143
288840000.0,-81.00876
288850000.0,-81.02318
288860000.0,-80.988045
288870000.0,-80.96546
288880000.0,-80.928375
288890000.0,-80.92061
288900000.0,-80.92206
288910000.0,-80.93184
288920000.0,-80.922455
288930000.0,-80.92406
288940000.0,-80.92316
288950000.0,-80.94809
288960000.0,-80.936554
288970000.0,-80.93632
288980000.0,-80.93982
288990000.0,-80.95619
289000000.0,-80.92886
289010000.0,-80.9179
289020000.0,-80.96057
289030000.0,-80.95215
289040000.0,-80.91538
289050000.0,-80.94026
289060000.0,-80.93843
289070000.0,-80.95459
289080000.0,-80.91545
289090000.0,-80.870865
289100000.0,-80.91552
289110000.0,-80.94336
289120000.0,-80.95378
289130000.0,-80.9328
289140000.0,-80.91064
289150000.0,-80.96701
289160000.0,-80.97879
289170000.0,-80.952415
289180000.0,-80.95867
289190000.0,-80.93891
289200000.0,-80.94266
289210000.0,-80.962944
289220000.0,-80.901596
289230000.0,-80.93735
289240000.0,-80.91073
289250000.0,-80.93812
289260000.0,-80.98034
289270000.0,-80.97693
289280000.0,-80.9465
289290000.0,-80.98232
289300000.0,-80.94642
289310000.0,-80.90333
289320000.0,-80.945244
289330000.0,-80.97217
289340000.0,-80.93202
289350000.0,-80.92342
289360000.0,-80.940056
289370000.0,-80.93346
289380000.0,-80.98291
289390000.0,-80.9616
289400000.0,-81.01043
289410000.0,-80.92125
289420000.0,-80.94475
289430000.0,-81.016304
289440000.0,-80.95599
289450000.0,-80.95476
289460000.0,-80.95351
289470000.0,-80.88795
289480000.0,-80.92459
289490000.0,-80.96142
289500000.0,-80.93941
289510000.0,-80.910965
289520000.0,-80.93718
289530000.0,-80.91707
289540000.0,-80.90932
289550000.0,-80.9394
289560000.0,-80.983505
289570000.0,-80.94788
289580000.0,-80.91457
289590000.0,-80.94575
289600000.0,-80.94301
289610000.0,-80.88204
289620000.0,-80.914185
289630000.0,-80.94313
289640000.0,-80.92627
289650000.0,-80.93749
289660000.0,-80.937584
289670000.0,-80.968445
289680000.0,-80.92841
289690000.0,-80.93708
289700000.0,-80.91112
289710000.0,-80.97215
289720000.0,-80.9912
289730000.0,-80.94895
289740000.0,-80.88166
289750000.0,-80.928635
289760000.0,-80.89438
289770000.0,-80.90936
289780000.0,-80.960175
289790000.0,-80.95416
289800000.0,-80.9433
289810000.0,-81.00635
289820000.0,-80.962875
289830000.0,-80.95001
289840000.0,-80.99105
289850000.0,-80.983574
289860000.0,-80.96048
289870000.0,-80.94934
289880000.0,-81.00217
289890000.0,-81.000984
289900000.0,-80.98145
289910000.0,-80.943115
289920000.0,-80.96756
289930000.0,-80.9548
289940000.0,-80.93268
289950000.0,-80.92076
289960000.0,-80.99852
289970000.0,-80.95026
289980000.0,-80.94385
289990000.0,-80.98497
290000000.0,-80.97744
290010000.0,-80.96
290020000.0,-80.979645
290030000.0,-80.98381
290040000.0,-80.96755
290050000.0,-80.981514
290060000.0,-80.98961
290070000.0,-80.954575
290080000.0,-80.92674
290090000.0,-80.887985
290100000.0,-80.86655
290110000.0,-80.945045
290120000.0,-80.991714
290130000.0,-80.90025
290140000.0,-80.882935
290150000.0,-80.944435
290160000.0,-80.93739
290170000.0,-80.995705
290180000.0,-80.96905
290190000.0,-80.93973
290200000.0,-80.935555
